id,R,F,M,r_grade,f_grade,m_grade
trahan65,52,2,195900.0,3,2,3
transcritique,25,1,30688.0,4,1,1
travelereom,108,1,47737.0,2,1,1
treasure0106,31,2,119600.0,4,2,3
tremnd,60,1,40700.0,3,1,1
treu2,57,1,50200.0,3,1,1
triplea11,209,1,32120.0,1,1,1
tripleh0826,114,1,11431.0,2,1,1
trjwls903,106,2,28500.0,2,2,1
troke,158,1,30800.0,2,1,1
troyo,170,1,42682.0,1,1,1
trtl42311,204,1,34200.0,1,1,1
trudy3624,111,1,51500.0,2,1,1
true24ya,181,1,41900.0,1,1,1
trueelite,4,2,41136.0,4,2,1
truy33,161,1,49500.0,1,1,1
trvswoo,68,2,65900.0,3,2,2
trwieoy,46,3,132200.0,4,3,3
tsehdgk,211,1,34200.0,1,1,1
tsfn119,194,1,41900.0,1,1,1
tsr1107,216,1,33400.0,1,1,1
tssu106,130,1,50596.0,2,1,1
tst102030,89,1,46000.0,3,1,1
tsuna0417,66,1,16500.0,3,1,1
tsv00,13,1,37900.0,4,1,1
tt3603,207,1,114000.0,1,1,3
tt9022,83,1,36026.0,3,1,1
ttkshow,70,1,30900.0,3,1,1
ttlwhdcks,58,1,46233.0,3,1,1
ttma76s,177,1,32500.0,1,1,1
ttobogi0624,12,1,82300.0,4,1,2
ttolsoon,177,1,30628.0,1,1,1
ttorianfa4,199,1,40642.0,1,1,1
ttsp95,139,1,36771.0,2,1,1
ttu1208,207,1,34000.0,1,1,1
tube0830,54,1,39935.0,3,1,1
tufhippo,160,1,31900.0,2,1,1
tun0700,122,1,30683.0,2,1,1
tuplus,16,1,69800.0,4,1,2
tupoo6800,128,1,50639.0,2,1,1
turbo7557,17,3,114854.0,4,3,3
turbofv,161,1,36900.0,1,1,1
turp,177,1,33900.0,1,1,1
turtlesl,16,2,71800.0,4,2,2
tuta1077,89,1,28800.0,3,1,1
tw1109,71,1,31072.0,3,1,1
tw5665,44,1,14900.0,4,1,1
tweetyyumi,15,1,34900.0,4,1,1
twentyonec,22,1,36500.0,4,1,1
twers,174,1,12746.0,1,1,1
twg3p2,181,1,41900.0,1,1,1
twinsman,69,1,14700.0,3,1,1
two089,211,1,36000.0,1,1,1
twoari,216,1,35000.0,1,1,1
twogot,115,1,24000.0,2,1,1
twohand1234,217,1,33200.0,1,1,1
twotwo,128,1,52600.0,2,1,2
twpark90,120,1,114500.0,2,1,3
ty1024,42,2,75400.0,4,2,2
tyal617,5,2,47800.0,4,2,1
tykim,137,1,37900.0,2,1,1
tylim24,169,1,38714.0,1,1,1
tyoung0914,68,1,34575.0,3,1,1
typark12,77,1,38400.0,3,1,1
tytyeg,157,1,133166.0,2,1,3
tyvod0919,97,1,68700.0,3,1,2
tzgks10,23,2,28800.0,4,2,1
u1000c,79,1,38500.0,3,1,1
u5qaz5,7,1,161100.0,4,1,3
ualice,16,1,47900.0,4,1,1
ubh0720,144,2,35800.0,2,2,1
ucsl2910,162,1,31900.0,1,1,1
ud1490,6,2,66941.0,4,2,2
udh1066,118,1,35700.0,2,1,1
udt311,42,1,41900.0,4,1,1
uegichan,13,2,124600.0,4,2,3
uforbrb2,202,1,154000.0,1,1,3
ugene94,16,1,15100.0,4,1,1
ugksun,207,1,16200.0,1,1,1
ugy035,211,1,32200.0,1,1,1
uheeee1199,126,1,107900.0,2,1,3
uhhee12,52,1,174500.0,3,1,3
uijin,140,1,33662.0,2,1,1
uillee0519,17,1,35878.0,4,1,1
uj06100,124,1,36800.0,2,1,1
uj823,108,1,34867.0,2,1,1
ujiki,160,1,37400.0,2,1,1
ujikol23,71,2,99600.0,3,2,2
ujin3131,44,2,101900.0,4,2,2
ujoonmo,6,1,52900.0,4,1,2
uk0053,55,1,41900.0,3,1,1
uksiclean,179,1,52600.0,1,1,2
ulian3,67,1,24062.0,3,1,1
ulipin78,22,1,23100.0,4,1,1
uljima12,164,1,39800.0,1,1,1
umisea,34,1,48715.0,4,1,1
umm1358,60,1,32700.0,3,1,1
umsr123,56,1,27333.0,3,1,1
umter27,88,1,54200.0,3,1,2
umumumum9,60,1,36400.0,3,1,1
un3130,189,1,38300.0,1,1,1
undersea73,111,1,47772.0,2,1,1
unebonita,18,1,41900.0,4,1,1
uneeple,156,1,34063.0,2,1,1
unewsha17,207,1,49200.0,1,1,1
ungil2,212,1,43062.0,1,1,1
unhaa,153,1,38800.0,2,1,1
uni313,66,1,32300.0,3,1,1
unice0224,205,1,16200.0,1,1,1
unina95,5,2,75800.0,4,2,2
uninako,138,1,38900.0,2,1,1
uniqlo,207,1,107000.0,1,1,3
univecomber,69,1,33400.0,3,1,1
unlock0927,16,1,48979.0,4,1,1
unt2001,129,2,70701.0,2,2,2
untilwish,170,1,31800.0,1,1,1
unu01,72,2,71155.0,3,2,2
unyo12,160,1,58500.0,2,1,2
unyoung80,149,1,41900.0,2,1,1
uoggers,2,2,77700.0,4,2,2
uoouuoo,2,1,145000.0,4,1,3
uopinwsa,1,2,108700.0,4,2,3
upgrad00,141,1,41900.0,2,1,1
upheaver,184,1,38900.0,1,1,1
upn123,206,1,64400.0,1,1,2
upside1026,140,2,76800.0,2,2,2
ur0721,43,2,61753.0,4,2,2
urijunggi,182,1,41900.0,1,1,1
urim1201,174,1,49300.0,1,1,1
urobass,68,1,27400.0,3,1,1
usebbari,90,1,38800.0,3,1,1
user18,115,2,160800.0,2,2,3
ush4321,0,1,41900.0,4,1,1
ustar1210,22,1,21900.0,4,1,1
usuki,41,1,44800.0,4,1,1
utd4141,76,1,39500.0,3,1,1
uti1catty,155,1,34974.0,2,1,1
uuwhyy,148,1,40900.0,2,1,1
uuygg,192,1,39800.0,1,1,1
uvg81,74,3,342670.0,3,3,4
uyh1998,35,3,111900.0,4,3,3
uyh4991,211,1,34000.0,1,1,1
uyjk13,59,1,50400.0,3,1,1
v12750,89,1,17900.0,3,1,1
v6salt,62,1,32400.0,3,1,1
v7cg,92,1,75115.0,3,1,2
va3x6d,136,2,75100.0,2,2,2
vabc16,127,1,30900.0,2,1,1
vaezzang12,206,1,36000.0,1,1,1
vajiter1,22,1,38900.0,4,1,1
valenje2,215,1,32400.0,1,1,1
valent135,71,3,76400.0,3,3,2
valhalla1213,72,1,58100.0,3,1,2
vallum,212,1,35000.0,1,1,1
van0418,67,1,24659.0,3,1,1
van1512,38,1,36900.0,4,1,1
vanilla0119,70,1,17544.0,3,1,1
varis26,9,1,32900.0,4,1,1
vb6943,63,1,38818.0,3,1,1
vedellan1519,61,1,30732.0,3,1,1
veilsoul2,105,2,44575.0,2,2,1
vemal745,193,1,41900.0,1,1,1
venerando,39,1,21900.0,4,1,1
veovyv,91,1,38400.0,3,1,1
verdatero,38,2,52900.0,4,2,2
verna2722,30,3,114119.0,4,3,3
veryvery1989,56,1,41900.0,3,1,1
vgb1115,30,2,98852.0,4,2,2
vgb4773,0,1,41900.0,4,1,1
vgudtnsv,122,1,39679.0,2,1,1
vhehd22,91,1,41900.0,3,1,1
vhrwntlxod,134,1,17900.0,2,1,1
vhsb,64,1,15039.0,3,1,1
vhwkd308,64,1,31300.0,3,1,1
vhzkdl,60,4,116668.0,3,3,3
vibach88,42,1,40716.0,4,1,1
victohlee,89,1,38900.0,3,1,1
victor0881,111,1,12700.0,2,1,1
videomaker,99,2,62500.0,3,2,2
vifvifdl,141,1,17900.0,2,1,1
vilion,213,1,35000.0,1,1,1
vilot91,90,1,16736.0,3,1,1
vint030,158,1,36500.0,2,1,1
violetagate,22,1,41900.0,4,1,1
violetcherry,147,1,39700.0,2,1,1
violine0601,214,1,32600.0,1,1,1
virtuoushoi2,112,1,113500.0,2,1,3
visionohm,202,1,46900.0,1,1,1
visualps,12,1,41900.0,4,1,1
visunhyang,136,1,39928.0,2,1,1
vita700,73,1,81480.0,3,1,2
vitaminpower,156,1,120000.0,2,1,3
viva5186,108,1,11999.0,2,1,1
vivianhye,28,1,27800.0,4,1,1
vividpig7,139,3,1019699.0,2,3,4
viza1025,193,1,16900.0,1,1,1
vjavm1364,180,1,38900.0,1,1,1
vjemon,136,1,42800.0,2,1,1
vkak79,111,1,12300.0,2,1,1
vkdldjvkem,126,2,79410.0,2,2,2
vkdnjdnjs,163,1,41900.0,1,1,1
vkfksdkrehd,7,1,53300.0,4,1,2
vkfksto2,178,1,42645.0,1,1,1
vkghsan,85,1,48000.0,3,1,1
vkwoddl123,120,1,12700.0,2,1,1
vlakd015,69,2,66500.0,3,2,2
vlakd94,142,1,41000.0,2,1,1
vldzmj,127,1,16900.0,2,1,1
vlnonlv,122,2,58800.0,2,2,2
vls1212,135,1,17900.0,2,1,1
vlueskai,187,1,40373.0,1,1,1
vmfh1000,137,1,192900.0,2,1,3
vmflcjsend,156,1,84200.0,2,1,2
vminkuv,79,1,49800.0,3,1,1
vmmv12,97,1,29900.0,3,1,1
vneld83,165,1,14900.0,1,1,1
vnemswld,159,1,43200.0,2,1,1
vnfms7284,152,1,44800.0,2,1,1
vo3ov1114,25,2,56800.0,4,2,2
vollkommen7,77,2,74300.0,3,2,2
vom12345,107,2,125400.0,2,2,3
vonvon7,55,1,48915.0,3,1,1
vpalfflgovl2,168,1,14900.0,1,1,1
vt321,112,1,12739.0,2,1,1
vudrms98,151,1,39986.0,2,1,1
vv97318,167,1,51800.0,1,1,1
vvaviovv,16,1,45200.0,4,1,1
vvoldong,23,1,35615.0,4,1,1
vvova,44,1,19900.0,4,1,1
vvv8621,24,1,30900.0,4,1,1
vvvvccxv,167,1,14900.0,1,1,1
vvvvwlgns,75,1,33400.0,3,1,1
vxrr367,50,1,15900.0,3,1,1
vy1001,210,1,31400.0,1,1,1
w0085,203,1,38900.0,1,1,1
w0v5eu8,45,1,150388.0,4,1,3
w203,73,1,31719.0,3,1,1
w2bkimsh,156,1,38100.0,2,1,1
w2w2w2,107,3,149307.0,2,3,3
wakespirit,73,1,63600.0,3,1,2
walba11,60,1,31300.0,3,1,1
wan0725,96,1,14900.0,3,1,1
wan11124,133,1,42561.0,2,1,1
wanbyuk,23,2,54020.0,4,2,2
wang0421,77,2,47300.0,3,2,1
wang581,70,1,39667.0,3,1,1
wanimj,161,1,36298.0,1,1,1
wanjaypark,184,1,31811.0,1,1,1
wanjunkjm46,7,1,19100.0,4,1,1
wanleelove,134,1,151672.0,2,1,3
wannafind,126,1,41900.0,2,1,1
wantaekwt,64,1,32400.0,3,1,1
wanya1,63,2,67320.0,3,2,2
wapo1234,45,1,37900.0,4,1,1
wasd3691,147,1,15900.0,2,1,1
watdj03,12,1,34900.0,4,1,1
water428,7,2,47000.0,4,2,1
waterbubi,205,1,34000.0,1,1,1
watersmg,112,1,24600.0,2,1,1
wathm,130,1,41900.0,2,1,1
watta3,106,1,10820.0,2,1,1
wavyhairs,218,1,35200.0,1,1,1
waw9363,97,2,68200.0,3,2,2
way2582,60,1,106775.0,3,1,3
wbearky43,126,1,32900.0,2,1,1
wbw1391,196,1,16900.0,1,1,1
wd330,9,1,37679.0,4,1,1
we3genie,114,1,32948.0,2,1,1
we7827,51,1,17900.0,3,1,1
weasle,25,1,39212.0,4,1,1
wecg10618,107,1,13900.0,2,1,1
weebaby,32,1,39800.0,4,1,1
wekinzle,66,1,26300.0,3,1,1
wendy306,27,3,148360.0,4,3,3
weriod,212,1,35000.0,1,1,1
wewy82,60,1,29772.0,3,1,1
wfejil,44,1,37900.0,4,1,1
wftree,170,1,31800.0,1,1,1
wg37200,62,1,32000.0,3,1,1
wh7484,181,1,65100.0,1,1,2
whan9809,140,1,32900.0,2,1,1
whapple45,188,1,42294.0,1,1,1
whatzupsup,33,1,39800.0,4,1,1
whddms8898,160,1,41900.0,2,1,1
whdgh0315,70,1,32398.0,3,1,1
whdgns0035,136,1,41900.0,2,1,1
whdgus8717,125,1,15900.0,2,1,1
whdgyeowls,83,1,40999.0,3,1,1
whdirehf2225,212,1,35000.0,1,1,1
whdjfk,33,1,22800.0,4,1,1
whdkwjdk77,216,1,32600.0,1,1,1
whdlrtn89,217,1,31482.0,1,1,1
whdms864,61,1,53503.0,3,1,2
whdmsthd0108,36,1,14900.0,4,1,1
whdnjswls89,120,1,7100.0,2,1,1
whdnsehd,130,1,40900.0,2,1,1
whdrms1225,37,3,58710.0,4,3,2
whdudrms12,155,1,41500.0,2,1,1
whdydtjr32,207,1,36000.0,1,1,1
whe070397,154,1,38800.0,2,1,1
wheej,62,1,32400.0,3,1,1
whenf11,20,2,105092.0,4,2,3
whgkrdyd112,63,1,32400.0,3,1,1
whgotjd91,215,1,99900.0,1,1,2
whini1220,120,1,36900.0,2,1,1
white17131,136,1,74200.0,2,1,2
whiteheart90,86,1,57319.0,3,1,2
whiteyong29,31,1,40900.0,4,1,1
whity09,126,1,41900.0,2,1,1
whitysky110,168,1,68800.0,1,1,2
whizrap,170,1,30000.0,1,1,1
whjdhdj,59,2,103858.0,3,2,3
whlovestory,77,1,108680.0,3,1,3
whlthddodu,208,1,32200.0,1,1,1
who6278,74,1,32400.0,3,1,1
whoami8671,92,1,40900.0,3,1,1
whoo51,76,2,126400.0,3,2,3
whrjsah02,22,1,38900.0,4,1,1
whs30323,7,3,174496.0,4,3,3
whshek92,212,1,17100.0,1,1,1
whskdlr123,23,1,41900.0,4,1,1
whtjd1506,7,2,89849.0,4,2,2
whtjs1250,107,1,52800.0,2,1,2
whtnghks11,11,1,37900.0,4,1,1
whwjdguszz,60,1,40850.0,3,1,1
whwp4151,136,1,39518.0,2,1,1
whyyy,12,1,36000.0,4,1,1
wiak12,92,1,39800.0,3,1,1
wideground,130,1,41900.0,2,1,1
widener0351,22,2,112200.0,4,2,3
wildboy2,60,1,33400.0,3,1,1
willhwan,70,1,30900.0,3,1,1
win3039,0,1,40900.0,4,1,1
wind090,199,1,42805.0,1,1,1
windbuird1,37,1,144000.0,4,1,3
windcjk,142,1,37900.0,2,1,1
windgoorm,22,1,13900.0,4,1,1
wine175,208,1,30337.0,1,1,1
wing1990,103,1,58200.0,2,1,2
wingo37,55,1,41900.0,3,1,1
wingzero00,36,1,32900.0,4,1,1
winser,17,2,91208.0,4,2,2
winsome85,210,1,113000.0,1,1,3
winsomeeun,166,1,18900.0,1,1,1
winston0207,93,2,87900.0,3,2,2
winterdream,76,1,35100.0,3,1,1
winterfeel97,116,1,12700.0,2,1,1
winterofe,132,1,39000.0,2,1,1
winyers,33,2,70700.0,4,2,2
wiringshower,47,2,288800.0,3,2,4
wirtesexy,51,1,32800.0,3,1,1
wisdom0311,207,1,34841.0,1,1,1
wisemen,66,1,27300.0,3,1,1
wisesh3099,31,2,56800.0,4,2,2
wisewild0117,9,1,37900.0,4,1,1
wish109wing,34,1,21800.0,4,1,1
wisp2000,136,1,56565.0,2,1,2
withdgdg,217,1,31400.0,1,1,1
withs2for,26,1,5900.0,4,1,1
withus7,31,1,21200.0,4,1,1
wivin992,144,1,16900.0,2,1,1
wiz21cc,111,1,18693.0,2,1,1
wj9503,179,1,71700.0,1,1,2
wjaxh1,113,1,48900.0,2,1,1
wjd752,157,1,51240.0,2,1,1
wjdah0729,6,2,163126.0,4,2,3
wjdahek,110,1,12700.0,2,1,1
wjdal4561,146,1,16400.0,2,1,1
wjdals126,212,1,36000.0,1,1,1
wjdals9870,70,1,29300.0,3,1,1
wjdals9919,28,1,52000.0,4,1,2
wjdalscjf023,36,1,25800.0,4,1,1
wjdcks8788,86,1,30800.0,3,1,1
wjdcnsehd,68,2,42300.0,3,2,1
wjddk9416,157,1,55300.0,2,1,2
wjddla21,75,1,29300.0,3,1,1
wjddls9811,156,1,76000.0,2,1,2
wjddmlwjd3,167,1,14900.0,1,1,1
wjddms4575,129,1,32900.0,2,1,1
wjddms721,28,1,37300.0,4,1,1
wjddms8847,119,1,114500.0,2,1,3
wjddn0551,165,1,14900.0,1,1,1
wjddnjswl,92,1,29900.0,3,1,1
wjdduf5120,215,1,43769.0,1,1,1
wjddus8278,91,1,39471.0,3,1,1
wjdekdns887,211,1,45200.0,1,1,1
wjdfkr94,156,1,38100.0,2,1,1
wjdghks20120,34,1,35800.0,4,1,1
wjdghksl123,169,1,39800.0,1,1,1
wjdghwns12,113,1,12700.0,2,1,1
wjdgk0710,60,1,33400.0,3,1,1
wjdgks267,71,1,38900.0,3,1,1
wjdgotn0209,65,1,33400.0,3,1,1
wjdgp422,67,1,33400.0,3,1,1
wjdgus1478,165,1,93500.0,1,1,2
wjdgus4335,110,2,74500.0,2,2,2
wjdgusrl1207,93,2,46800.0,3,2,1
wjdqhdrbaos,114,1,35000.0,2,1,1
wjdqhrud1994,135,1,43800.0,2,1,1
wjdqjfm,18,1,9900.0,4,1,1
wjdrlgns93,53,2,73300.0,3,2,2
wjdrms1388,201,1,150985.0,1,1,3
wjdrudals19,17,2,70500.0,4,2,2
wjdsp3015,42,3,113000.0,4,3,3
wjdthdud0,70,1,53000.0,3,1,2
wjdtjdgus22,42,1,40400.0,4,1,1
wjdtjsgh3,168,1,41900.0,1,1,1
wjdtks385406,205,1,30900.0,1,1,1
wjdtmdz,9,1,32900.0,4,1,1
wjdtn3018,77,3,106750.0,3,3,3
wjdvkfuu,180,1,32800.0,1,1,1
wjdwldms702,174,1,31800.0,1,1,1
wjdwodlf23,151,1,44800.0,2,1,1
wjdxorals777,112,1,52800.0,2,1,2
wjfeo83,17,1,37900.0,4,1,1
wjin87,24,1,13900.0,4,1,1
wjlee1357,71,1,31400.0,3,1,1
wjrdu11,209,1,205404.0,1,1,3
wjrmffld98,167,1,78800.0,1,1,2
wjrrkf1,100,1,47676.0,2,1,1
wjs2324,61,1,32300.0,3,1,1
wjs415g,50,1,53227.0,3,1,2
wjs541,69,1,32300.0,3,1,1
wjs7212,116,2,68800.0,2,2,2
wjsghwls24,205,1,15969.0,1,1,1
wjsqhgur,92,1,39812.0,3,1,1
wjstlf2,91,1,12900.0,3,1,1
wjstndhr6429,147,1,30700.0,2,1,1
wjstngus05,16,2,51665.0,4,2,1
wjstngus48,106,1,35700.0,2,1,1
wjswlgns3050,80,2,91567.0,3,2,2
wjswoddlekt,205,1,35200.0,1,1,1
wk3661,76,1,113500.0,3,1,3
wk644,70,1,32398.0,3,1,1
wk7wk7,77,1,31396.0,3,1,1
wkaro3u,198,1,45679.0,1,1,1
wkd8176,190,1,31829.0,1,1,1
wkdckdrn,146,1,31800.0,2,1,1
wkdclgh1,76,1,113500.0,3,1,3
wkdcogml07,148,1,35000.0,2,1,1
wkdeogur123,121,1,154000.0,2,1,3
wkdgusghkr123,128,1,51600.0,2,1,1
wkdhrtm325,92,1,68800.0,3,1,2
wkdkr479,118,1,33124.0,2,1,1
wkdms0191,184,1,41900.0,1,1,1
wkdqudghk1,198,1,37970.0,1,1,1
wkdrjsdkk,43,3,97084.0,4,3,2
wkdrlfl,100,1,12900.0,2,1,1
wkdrlgns21,163,1,38900.0,1,1,1
wkdsksgksl34,144,1,40900.0,2,1,1
wkdworbs330,73,3,86644.0,3,3,2
wkdworud23,212,1,36000.0,1,1,1
wkdyd8624,168,1,35400.0,1,1,1
wkkk1714,154,2,191673.0,2,2,3
wks4813,114,1,36000.0,2,1,1
wlaks814,67,1,102721.0,3,1,2
wldbfjqm,195,1,34900.0,1,1,1
wldbsdl2003,121,1,38900.0,2,1,1
wldjs17,99,1,57200.0,3,1,2
wldk2384,17,3,178486.0,4,3,3
wldls829,217,1,34821.0,1,1,1
wldms21,32,2,79200.0,4,2,2
wldms9665,89,1,19654.0,3,1,1
wldnd4508,151,1,39785.0,2,1,1
wldns100gh,27,1,79800.0,4,1,2
wldp0730,67,2,146395.0,3,2,3
wldus213,169,1,37900.0,1,1,1
wldus512,204,1,46784.0,1,1,1
wldyd4321,11,1,41900.0,4,1,1
wldydbals,106,1,41000.0,2,1,1
wlehrja,157,1,39700.0,2,1,1
wlfjddlzjaqo,113,1,11700.0,2,1,1
wlgh3620,132,1,39900.0,2,1,1
wlgh9737,163,1,39800.0,1,1,1
wlghdzzz,197,1,52600.0,1,1,2
wlghks0081,99,1,157000.0,3,1,3
wlgml93,35,1,82800.0,4,1,2
wlgns0318,139,1,43800.0,2,1,1
wlgnsdl002,211,1,17100.0,1,1,1
wlgp1964,77,1,112383.0,3,1,3
wlgp22,97,1,35000.0,3,1,1
wlgptjs085,206,1,36000.0,1,1,1
wlgur420,132,1,40400.0,2,1,1
wlgus78654,207,1,32389.0,1,1,1
wlgus9624,114,2,105106.0,2,2,3
wlgus972,163,1,45600.0,1,1,1
wlqls0409,116,1,47600.0,2,1,1
wlsals08,44,2,108600.0,4,2,3
wlsanr910,70,1,35800.0,3,1,1
wlsdnek188,82,1,40713.0,3,1,1
wlsdnjs345,20,1,142420.0,4,1,3
wlsdnjs4359,114,1,35000.0,2,1,1
wlsdnjsid,205,1,32999.0,1,1,1
wlsdnr5033,30,1,28800.0,4,1,1
wlsepd123,97,1,41900.0,3,1,1
wlsgh126,205,1,113500.0,1,1,3
wlsgml1020,3,1,55800.0,4,1,2
wlsgml940,119,1,107800.0,2,1,3
wlsgud92,217,1,36000.0,1,1,1
wlsgur49,62,1,54700.0,3,1,2
wlsgus012,23,1,23100.0,4,1,1
wlsgus8581,115,1,35000.0,2,1,1
wlsguswn80,56,2,57600.0,3,2,2
wlsh112,159,1,27800.0,2,1,1
wlsl8869,168,1,40400.0,1,1,1
wlsrl8961,138,1,52800.0,2,1,2
wlsrnrsla,205,1,114000.0,1,1,3
wlstkdi,207,1,113000.0,1,1,3
wlstn0077,28,1,20673.0,4,1,1
wlswlgks95,103,2,65500.0,2,2,2
wlswn530,15,1,32900.0,4,1,1
wlswn9060,145,1,64846.0,2,1,2
wlswndud,101,1,36900.0,2,1,1
wltjqsla1,117,1,50800.0,2,1,1
wltjs2887,148,1,40900.0,2,1,1
wltnrjatk,34,2,63300.0,4,2,2
wltns0611,86,1,36900.0,3,1,1
wlwnsghk,149,1,38838.0,2,1,1
wm1201,117,1,106163.0,2,1,3
wmbhoph,15,2,85966.0,4,2,2
wmfgoaa,138,1,33800.0,2,1,1
wmk3319,184,1,34900.0,1,1,1
wmks219,67,1,31300.0,3,1,1
wn0dlek,60,2,124000.0,3,2,3
wn0tkd,62,1,32715.0,3,1,1
wn2551,69,1,31500.0,3,1,1
wncks99,174,1,28800.0,1,1,1
wndgmadl,55,1,34900.0,3,1,1
wndk0211,145,1,38900.0,2,1,1
wndks1107,91,1,38800.0,3,1,1
wndms123,43,2,79300.0,4,2,2
wndrjs2002,205,1,36000.0,1,1,1
wndud3142,119,1,24000.0,2,1,1
wndus4714,166,1,153656.0,1,1,3
wndus7907,66,1,32323.0,3,1,1
wnehdals22,180,1,41900.0,1,1,1
wnehdrla,188,1,39800.0,1,1,1
wnffldk38,85,1,81800.0,3,1,2
wnfltkrhk,147,1,34900.0,2,1,1
wnghksrla001,5,1,36400.0,4,1,1
wngml5254,205,1,34000.0,1,1,1
wngml5296,65,1,77049.0,3,1,2
wngud129,215,1,43200.0,1,1,1
wngud1919,108,2,150110.0,2,2,3
wngus2015,178,1,41900.0,1,1,1
wngus7932,136,2,63100.0,2,2,2
wngusxo12,43,1,39000.0,4,1,1
wnldi91,97,1,28400.0,3,1,1
wnm321,170,1,12900.0,1,1,1
wnqhdud27,162,1,22200.0,1,1,1
wnqhtjd96,211,1,36000.0,1,1,1
wnrbsdl,20,1,9900.0,4,1,1
wnsaud,87,1,32900.0,3,1,1
wnsdlf159,103,1,37379.0,2,1,1
wnsdn1860,180,1,40900.0,1,1,1
wnsdnjs7652,43,2,31209.0,4,2,1
wnsdud8017,86,1,40808.0,3,1,1
wnsehftbt,49,1,39800.0,3,1,1
wnsghks1010,172,1,26900.0,1,1,1
wnsghks113,203,1,29400.0,1,1,1
wnsgur798,65,1,56000.0,3,1,2
wnsmasa,13,2,98993.0,4,2,2
wnstn2661,66,1,10700.0,3,1,1
wnstnrkdms,59,1,27700.0,3,1,1
wnsxo4780,29,4,127600.0,4,3,3
wntjdgur0311,40,1,41900.0,4,1,1
wnwlsah,111,1,11700.0,2,1,1
wnwodn,106,1,48792.0,2,1,1
woainimomo,44,1,154000.0,4,1,3
wocdkitcop,73,1,29732.0,3,1,1
wocjs1996,64,1,40700.0,3,1,1
wod44dh,188,1,50300.0,1,1,1
wodlfdlgh,167,1,36999.0,1,1,1
wodn1318,72,1,33400.0,3,1,1
wodnd2049,71,1,29071.0,3,1,1
wodnjs714,89,1,10200.0,3,1,1
wodur9427,163,1,29883.0,1,1,1
woend0649,45,1,69400.0,4,1,2
wofud7878,209,1,70700.0,1,1,2
wogh5109,9,1,41000.0,4,1,1
woghks4367,213,1,36000.0,1,1,1
wogml9700,206,1,33200.0,1,1,1
wogns982,97,2,89900.0,3,2,2
wogus353,77,1,32400.0,3,1,1
wogus6601,139,1,17900.0,2,1,1
wojua,0,1,48200.0,4,1,1
wolfturtle,92,1,65900.0,3,1,2
won0421,20,1,23800.0,4,1,1
won5644,23,1,41900.0,4,1,1
won8211,76,1,30300.0,3,1,1
won9429,192,1,55800.0,1,1,2
wonbinp,68,1,31300.0,3,1,1
wonds01,9,4,110100.0,4,3,3
wong477,35,1,41900.0,4,1,1
woni1303,201,1,41900.0,1,1,1
wonik9918,63,1,38700.0,3,1,1
wonje1410,185,1,41900.0,1,1,1
wonseon91,76,1,31900.0,3,1,1
wonsnura,216,1,16600.0,1,1,1
wonstart1020,208,1,34000.0,1,1,1
wontag1,105,1,40900.0,2,1,1
wontyz,66,1,25700.0,3,1,1
wonuk24,112,2,74800.0,2,2,2
wonyj210,77,2,94901.0,3,2,2
woo30,166,1,66700.0,1,1,2
woo745,5,2,61000.0,4,2,2
woohyuk0414,150,2,46800.0,2,2,1
woohyun93,104,1,26697.0,2,1,1
woojh01,194,1,38900.0,1,1,1
woojh419,16,1,27097.0,4,1,1
woojoo144,149,1,13900.0,2,1,1
wook0808,114,1,37000.0,2,1,1
wookssi49,204,1,46900.0,1,1,1
wooni1020,106,1,38900.0,2,1,1
wooriduri,164,1,36000.0,1,1,1
woorieunjin,127,1,65667.0,2,1,2
woorkim2,70,2,150801.0,3,2,3
woorm99,110,1,37000.0,2,1,1
woosm21,68,1,27000.0,3,1,1
woosoon93,216,1,34200.0,1,1,1
woosson,128,1,39900.0,2,1,1
woosukc,73,1,33400.0,3,1,1
wooyul1954,118,1,36700.0,2,1,1
word7th,71,1,32214.0,3,1,1
worms12k,14,1,41900.0,4,1,1
woruadl,110,1,35816.0,2,1,1
wosecretow,36,3,108215.0,4,3,3
wotmd0506,69,1,54600.0,3,1,2
wotmd0507,32,1,30900.0,4,1,1
wotmd918,159,1,41356.0,2,1,1
wouldyou89,5,2,55800.0,4,2,2
wow0nami,171,1,31800.0,1,1,1
wowjd07,173,1,30651.0,1,1,1
wowloveyj,10,1,23800.0,4,1,1
wowls0715,91,2,44773.0,3,2,1
wowls08,34,2,80591.0,4,2,2
wowns1228,205,1,82600.0,1,1,2
wox1994,202,1,36900.0,1,1,1
wozzicc,94,1,28500.0,3,1,1
wpaak33,104,1,11900.0,2,1,1
wpchung,55,1,49800.0,3,1,1
wpdlf2005,114,1,136228.0,2,1,3
wpqhd112,76,1,55700.0,3,1,2
wprkek,10,2,78091.0,4,2,2
wpslejr,20,1,41900.0,4,1,1
wpswkdgkfrjt,33,3,71500.0,4,3,2
wpwp05,87,1,17900.0,3,1,1
wpwpthth,207,1,193600.0,1,1,3
wqe0925,7,1,37733.0,4,1,1
wr7211,67,2,137601.0,3,2,3
wryip,124,1,53625.0,2,1,2
wryorange,70,2,151508.0,3,2,3
ws3385,66,1,33400.0,3,1,1
wsb1102,51,2,82800.0,3,2,2
wschoi0415,49,2,72800.0,3,2,2
wsm0458,79,1,40773.0,3,1,1
wsse10,27,2,72800.0,4,2,2
wuddn87,159,1,43200.0,2,1,1
wurldu1,71,1,31700.0,3,1,1
