id,R,F,M,r_grade,f_grade,m_grade
6513580@n,207,1,35000.0,1,1,1
65144405@n,16,1,35900.0,4,1,1
65146888@n,64,2,53300.0,3,2,2
65149089@n,79,1,41900.0,3,1,1
65154586@n,47,1,145300.0,3,1,3
65157487@n,103,1,40803.0,2,1,1
65167502@n,67,1,32400.0,3,1,1
65205422@n,76,1,13700.0,3,1,1
65216133@n,15,1,37900.0,4,1,1
65221314@n,16,1,39900.0,4,1,1
65223952@n,207,1,29300.0,1,1,1
65274245@n,115,1,37000.0,2,1,1
65306471@n,9,1,37900.0,4,1,1
65314280@n,210,1,34200.0,1,1,1
65362035@n,41,1,13900.0,4,1,1
65370918@n,72,1,30900.0,3,1,1
65420605@n,141,2,112500.0,2,2,3
65424402@n,21,2,80300.0,4,2,2
65433072@n,118,1,36900.0,2,1,1
65468576@n,76,1,25600.0,3,1,1
65484520@n,209,1,106000.0,1,1,3
65510924@n,0,1,36900.0,4,1,1
65541257@n,61,1,50700.0,3,1,1
65594933@n,8,1,30900.0,4,1,1
65600050@n,68,1,31400.0,3,1,1
65601790@n,132,1,40900.0,2,1,1
65612736@n,191,1,37810.0,1,1,1
65625283@n,6,1,28900.0,4,1,1
65638117@n,50,1,40900.0,3,1,1
65639852@n,72,1,49400.0,3,1,1
65649649@n,44,1,13900.0,4,1,1
65654280@n,112,1,36000.0,2,1,1
65673863@n,85,1,15900.0,3,1,1
65720801@n,35,2,71800.0,4,2,2
65725835@n,57,1,17900.0,3,1,1
65728230@n,14,3,130200.0,4,3,3
65779660@n,94,1,28900.0,3,1,1
65780243@n,198,1,40900.0,1,1,1
6578988@n,71,1,39000.0,3,1,1
65791609@n,20,1,40900.0,4,1,1
6583496@n,189,1,50300.0,1,1,1
65842034@n,112,1,51800.0,2,1,1
65949029@n,16,2,62700.0,4,2,2
66009691@n,60,3,190300.0,3,3,3
66025011@n,20,1,51900.0,4,1,1
66036183@n,138,1,31900.0,2,1,1
66060602@n,52,1,32800.0,3,1,1
66085800@n,86,2,52600.0,3,2,2
66097690@n,102,1,28762.0,2,1,1
66098510@n,76,1,35400.0,3,1,1
66104901@n,130,1,31800.0,2,1,1
66107723@n,109,1,47900.0,2,1,1
66107745@n,145,1,50600.0,2,1,1
66143047@n,130,1,32900.0,2,1,1
66181255@n,198,1,42800.0,1,1,1
66220374@n,40,1,25900.0,4,1,1
6626052@n,133,1,42700.0,2,1,1
66336282@n,72,1,31400.0,3,1,1
66345509@n,24,1,40900.0,4,1,1
6640145@n,8,1,40773.0,4,1,1
66431594@n,64,1,32400.0,3,1,1
6643571@n,151,1,40900.0,2,1,1
66534707@n,206,1,114000.0,1,1,3
66581863@n,0,2,80200.0,4,2,2
6664871@n,31,1,22800.0,4,1,1
66654594@n,76,1,24600.0,3,1,1
6667090@n,154,1,52600.0,2,1,2
66707164@n,36,1,9900.0,4,1,1
66708035@n,67,1,26400.0,3,1,1
66752963@n,106,1,62400.0,2,1,2
66786570@n,129,1,16900.0,2,1,1
6680094@n,49,1,47000.0,3,1,1
66809029@n,87,1,39800.0,3,1,1
66826850@n,180,1,15900.0,1,1,1
66834801@n,14,1,12900.0,4,1,1
66836385@n,40,2,85100.0,4,2,2
66853439@n,120,2,71000.0,2,2,2
66853652@n,198,1,75600.0,1,1,2
6687188@n,69,1,31400.0,3,1,1
6688560@n,168,1,37900.0,1,1,1
66886605@n,116,1,36000.0,2,1,1
66892276@n,48,1,40000.0,3,1,1
66900203@n,75,1,23100.0,3,1,1
66946029@n,32,1,33900.0,4,1,1
66955466@n,65,1,31300.0,3,1,1
6699546@n,99,1,40000.0,3,1,1
67006294@n,77,1,56500.0,3,1,2
67015549@n,176,1,16900.0,1,1,1
67049131@n,29,3,45500.0,4,3,1
67068571@n,27,1,9900.0,4,1,1
67069058@n,51,1,48800.0,3,1,1
67077190@n,161,1,37100.0,1,1,1
67094199@n,86,1,110700.0,3,1,3
67100304@n,0,1,56800.0,4,1,2
67115329@n,4,2,64300.0,4,2,2
67116675@n,200,1,40900.0,1,1,1
67122534@n,71,1,75326.0,3,1,2
6715887@n,186,1,37900.0,1,1,1
67228147@n,180,1,68615.0,1,1,2
67252325@n,0,3,121300.0,4,3,3
67344570@n,58,1,32400.0,3,1,1
6737605@n,133,1,39637.0,2,1,1
67403441@n,176,1,38800.0,1,1,1
67416036@n,208,1,99967.0,1,1,2
67420075@n,205,1,33200.0,1,1,1
67486791@n,133,2,76800.0,2,2,2
67500537@n,4,1,29900.0,4,1,1
67535617@n,60,1,46880.0,3,1,1
67554925@n,48,1,16900.0,3,1,1
67563826@n,14,1,40900.0,4,1,1
67564434@n,57,2,79200.0,3,2,2
67568848@n,51,1,30300.0,3,1,1
67667749@n,129,1,40900.0,2,1,1
6766787@n,19,3,179106.0,4,3,3
67671592@n,184,1,53900.0,1,1,2
6769862@n,76,1,31300.0,3,1,1
67759543@n,127,2,72573.0,2,2,2
67765800@n,148,1,31800.0,2,1,1
6776737@n,121,1,38125.0,2,1,1
67774987@n,70,1,30300.0,3,1,1
6779008@n,176,1,37900.0,1,1,1
67794027@n,44,1,36900.0,4,1,1
67807237@n,167,1,40900.0,1,1,1
6790070@n,100,1,13900.0,2,1,1
67913295@n,58,1,38800.0,3,1,1
67918019@n,52,1,56700.0,3,1,2
6792818@n,46,1,33900.0,4,1,1
67948940@n,52,1,57200.0,3,1,2
6795112@n,66,1,35700.0,3,1,1
6795586@n,194,1,90100.0,1,1,2
6797514@n,139,1,31900.0,2,1,1
67989368@n,70,1,29719.0,3,1,1
68027337@n,141,1,47582.0,2,1,1
68041547@n,76,1,32400.0,3,1,1
68046721@n,20,1,88000.0,4,1,2
68052462@n,59,2,46919.0,3,2,1
68056340@n,86,1,17900.0,3,1,1
68088166@n,117,1,39900.0,2,1,1
68093282@n,66,2,47300.0,3,2,1
68097082@n,205,1,36000.0,1,1,1
68119315@n,21,4,93764.0,4,3,2
68140103@n,2,1,48800.0,4,1,1
68173007@n,27,1,36900.0,4,1,1
68190852@n,92,1,39400.0,3,1,1
68220991@n,70,1,29800.0,3,1,1
68272429@n,49,2,66603.0,3,2,2
68277874@n,2,1,16900.0,4,1,1
68293159@n,118,1,24000.0,2,1,1
68319013@n,141,1,15900.0,2,1,1
68482011@n,10,2,79800.0,4,2,2
68499240@n,92,1,13900.0,3,1,1
68534267@n,77,1,14500.0,3,1,1
68562295@n,60,2,28600.0,3,2,1
68563876@n,84,1,16900.0,3,1,1
68616610@n,140,1,40900.0,2,1,1
68639231@n,164,1,93500.0,1,1,2
68645139@n,27,2,32800.0,4,2,1
68695276@n,93,1,13900.0,3,1,1
68724113@n,108,1,37900.0,2,1,1
68730670@n,75,1,36400.0,3,1,1
68735157@n,50,2,83165.0,3,2,2
68756123@n,11,1,36900.0,4,1,1
68783597@n,83,1,16900.0,3,1,1
68811212@n,31,1,41900.0,4,1,1
68855691@n,87,1,16900.0,3,1,1
6888210@n,29,2,82500.0,4,2,2
6889854@n,91,1,152000.0,3,1,3
68946362@n,14,1,41900.0,4,1,1
68968618@n,52,1,78900.0,3,1,2
68986243@n,108,1,23000.0,2,1,1
69009794@n,47,1,39900.0,3,1,1
69013786@n,24,1,24800.0,4,1,1
69023858@n,210,1,32390.0,1,1,1
69093930@n,141,1,40000.0,2,1,1
69127735@n,49,1,39800.0,3,1,1
69145646@n,14,1,12900.0,4,1,1
69147860@n,70,1,33400.0,3,1,1
69160759@n,187,1,17900.0,1,1,1
6918739@n,89,1,17900.0,3,1,1
69198171@n,197,1,41900.0,1,1,1
69222927@n,165,1,40000.0,1,1,1
69289315@n,125,1,30374.0,2,1,1
6929601@n,198,1,45000.0,1,1,1
69322843@n,125,1,51800.0,2,1,1
69345998@n,144,1,38800.0,2,1,1
69363924@n,24,1,12900.0,4,1,1
6937120@n,23,1,29800.0,4,1,1
69374786@n,145,1,16900.0,2,1,1
6937712@n,170,1,14900.0,1,1,1
69415905@n,60,1,32400.0,3,1,1
69418413@n,147,1,65700.0,2,1,2
69421493@n,72,1,14500.0,3,1,1
69492468@n,81,1,47412.0,3,1,1
69510427@n,62,1,14500.0,3,1,1
69536941@n,135,1,40900.0,2,1,1
69548838@n,15,2,65200.0,4,2,2
69577299@n,114,1,24400.0,2,1,1
69605088@n,196,1,38800.0,1,1,1
69624890@n,71,1,31700.0,3,1,1
69639045@n,132,1,38900.0,2,1,1
69647098@n,116,1,36000.0,2,1,1
69782329@n,53,2,118200.0,3,2,3
69831516@n,91,1,40900.0,3,1,1
69834393@n,70,1,31400.0,3,1,1
69893212@n,205,1,114000.0,1,1,3
69910032@n,5,1,12900.0,4,1,1
69910652@n,186,1,49300.0,1,1,1
69922656@n,99,1,28900.0,3,1,1
69929405@n,205,1,36000.0,1,1,1
69935687@n,72,1,21000.0,3,1,1
69943168@n,173,1,74588.0,1,1,2
69944255@n,26,1,8900.0,4,1,1
69963704@n,79,1,40900.0,3,1,1
69969988@n,142,1,41000.0,2,1,1
6998048@n,77,1,31300.0,3,1,1
69991635@n,207,1,35000.0,1,1,1
70006451@n,22,1,8900.0,4,1,1
70006908@n,96,3,425203.0,3,3,4
70026657@n,87,1,40900.0,3,1,1
70033558@n,111,1,25200.0,2,1,1
7005595@n,183,1,39900.0,1,1,1
70071369@n,178,1,36741.0,1,1,1
70111426@n,132,1,31900.0,2,1,1
70114330@n,195,1,38900.0,1,1,1
70142428@n,144,1,16900.0,2,1,1
70177064@n,74,1,32400.0,3,1,1
70180528@n,66,1,28000.0,3,1,1
70213872@n,72,1,14700.0,3,1,1
7023345@n,146,1,38800.0,2,1,1
70240023@n,207,1,35000.0,1,1,1
70246485@n,24,1,9900.0,4,1,1
70252185@n,93,1,41000.0,3,1,1
70302852@n,44,1,52700.0,4,1,2
70350190@n,161,1,36100.0,1,1,1
70358939@n,9,3,77200.0,4,3,2
70375428@n,120,1,11700.0,2,1,1
70399111@n,22,2,66300.0,4,2,2
70452058@n,177,1,79800.0,1,1,2
704581364@g,6,1,13900.0,4,1,1
7045847@n,218,1,16100.0,1,1,1
70462276@n,118,1,48300.0,2,1,1
70488462@n,60,1,32400.0,3,1,1
70506704@n,3,2,123752.0,4,2,3
70515373@n,125,1,83700.0,2,1,2
7054045@n,146,1,40900.0,2,1,1
70569689@n,171,1,28800.0,1,1,1
70591196@n,0,1,153000.0,4,1,3
70631815@n,32,1,37511.0,4,1,1
7063318@n,83,1,40000.0,3,1,1
70634142@n,117,1,36000.0,2,1,1
70636759@n,1,1,29900.0,4,1,1
70642184@n,72,3,60000.0,3,3,2
70666687@n,91,1,12900.0,3,1,1
70678454@n,37,2,116558.0,4,2,3
70698916@n,48,1,49200.0,3,1,1
70712758@n,1,1,76100.0,4,1,2
70722918@n,22,1,19800.0,4,1,1
70804381@n,66,1,31400.0,3,1,1
7081715@n,168,1,10826.0,1,1,1
7083679@n,197,1,38173.0,1,1,1
70878709@n,139,1,37900.0,2,1,1
70903949@n,77,1,33400.0,3,1,1
70928225@n,19,1,36900.0,4,1,1
70932497@n,32,1,47800.0,4,1,1
70949497@n,62,1,39700.0,3,1,1
70970033@n,74,2,154535.0,3,2,3
7103372@n,60,1,32400.0,3,1,1
7104812@n,132,1,41900.0,2,1,1
7107326@n,181,1,166714.0,1,1,3
71102517@n,156,1,37100.0,2,1,1
71133131@n,147,1,40000.0,2,1,1
7118196@n,68,1,32400.0,3,1,1
71238649@n,36,1,38800.0,4,1,1
71326685@n,118,1,11700.0,2,1,1
71328664@n,76,1,97000.0,3,1,2
71329779@n,170,1,52300.0,1,1,2
71368538@n,177,1,16900.0,1,1,1
71452324@n,167,1,40900.0,1,1,1
71454627@n,100,1,13000.0,2,1,1
71469991@n,181,1,37341.0,1,1,1
7152451@n,156,1,35900.0,2,1,1
71527304@n,91,1,48800.0,3,1,1
71552950@n,74,1,36400.0,3,1,1
71555247@n,216,1,114000.0,1,1,3
7161263@n,208,1,35000.0,1,1,1
71645101@n,67,1,28400.0,3,1,1
71651305@n,50,1,88700.0,3,1,2
71671840@n,61,1,61600.0,3,1,2
7170355@n,169,1,37900.0,1,1,1
71711012@n,170,1,30800.0,1,1,1
71724250@n,61,1,31300.0,3,1,1
7173467@n,175,1,27800.0,1,1,1
71768669@n,97,1,11900.0,3,1,1
71768802@n,86,1,53200.0,3,1,2
71795360@n,92,1,50200.0,3,1,1
71808578@n,18,1,36900.0,4,1,1
71823940@n,79,1,42900.0,3,1,1
71827415@n,75,2,125365.0,3,2,3
71843684@n,15,1,37900.0,4,1,1
71879574@n,13,1,37900.0,4,1,1
7189157@n,169,1,12900.0,1,1,1
71929747@n,117,1,47600.0,2,1,1
71964078@n,68,1,31400.0,3,1,1
71964273@n,98,1,28500.0,3,1,1
72027362@n,0,5,187782.0,4,4,3
72048654@n,139,1,164600.0,2,1,3
72084317@n,80,1,41900.0,3,1,1
72088489@n,173,1,38800.0,1,1,1
72094892@n,198,1,40000.0,1,1,1
72124518@n,85,1,152000.0,3,1,3
72246870@n,52,1,52700.0,3,1,2
7226040@n,99,2,69693.0,3,2,2
72274703@n,147,1,41900.0,2,1,1
72275099@n,64,1,52000.0,3,1,2
72297621@n,158,1,16900.0,2,1,1
72317619@n,136,1,68800.0,2,1,2
72339569@n,130,1,43800.0,2,1,1
72357298@n,32,1,27900.0,4,1,1
72421210@n,217,1,31400.0,1,1,1
72435839@n,62,1,32400.0,3,1,1
72478047@n,31,1,73600.0,4,1,2
72537775@n,154,1,38800.0,2,1,1
72595168@n,205,1,35000.0,1,1,1
72630676@n,56,2,89000.0,3,2,2
72642139@n,75,1,40700.0,3,1,1
72668930@n,77,3,90092.0,3,3,2
72671206@n,210,1,48400.0,1,1,1
72689973@n,61,1,68700.0,3,1,2
72724747@n,26,1,9900.0,4,1,1
72758921@n,66,1,72139.0,3,1,2
72760263@n,130,1,30900.0,2,1,1
72828204@n,74,1,31400.0,3,1,1
72831559@n,9,1,12900.0,4,1,1
72845978@n,22,2,37000.0,4,2,1
72896229@n,112,1,37000.0,2,1,1
72899826@n,137,1,30800.0,2,1,1
72918871@n,30,1,13900.0,4,1,1
72934078@n,146,1,37900.0,2,1,1
72935225@n,104,2,54800.0,2,2,2
72976631@n,77,1,32400.0,3,1,1
7300031@n,87,1,38900.0,3,1,1
73025554@n,56,2,83000.0,3,2,2
73028403@n,71,1,15500.0,3,1,1
73049695@n,75,1,30300.0,3,1,1
73061522@n,167,1,13900.0,1,1,1
73066234@n,75,1,31300.0,3,1,1
73108626@n,117,1,35900.0,2,1,1
73133977@n,51,1,38800.0,3,1,1
73162263@n,70,1,34000.0,3,1,1
73217036@n,201,1,40900.0,1,1,1
73218462@n,3,5,191250.0,4,4,3
73261396@n,111,1,24000.0,2,1,1
73272237@n,193,1,40400.0,1,1,1
73288934@n,8,1,28900.0,4,1,1
73314757@n,204,1,39000.0,1,1,1
73320570@n,141,1,30800.0,2,1,1
73369201@n,10,1,18900.0,4,1,1
73375036@n,75,1,78300.0,3,1,2
73385527@n,162,1,36100.0,1,1,1
73387802@n,64,1,27800.0,3,1,1
73390386@n,62,1,36900.0,3,1,1
7339201@n,117,1,11700.0,2,1,1
73519723@n,73,1,31300.0,3,1,1
73520908@n,71,1,27700.0,3,1,1
73534182@n,143,1,55300.0,2,1,2
73542667@n,139,1,31900.0,2,1,1
73579001@n,110,1,17800.0,2,1,1
73604821@n,76,1,14500.0,3,1,1
73642182@n,203,1,31300.0,1,1,1
73647594@n,151,1,40900.0,2,1,1
73670350@n,26,4,89120.0,4,3,2
7368934@n,16,1,13900.0,4,1,1
73748888@n,68,2,41100.0,3,2,1
73761175@n,128,1,17900.0,2,1,1
7376122@n,147,1,40900.0,2,1,1
7380680@n,40,2,71000.0,4,2,2
7382867@n,108,1,23200.0,2,1,1
73860201@n,93,2,168900.0,3,2,3
73876772@n,162,1,38200.0,1,1,1
73987889@n,84,1,16900.0,3,1,1
73989189@n,132,1,42800.0,2,1,1
74006657@n,164,1,28800.0,1,1,1
74020404@n,82,1,32900.0,3,1,1
74021972@n,71,1,76300.0,3,1,2
74058916@n,69,1,8550.0,3,1,1
7406079@n,64,1,32400.0,3,1,1
7410180@n,67,1,107400.0,3,1,3
74167706@n,42,1,25900.0,4,1,1
74193621@n,100,2,74850.0,2,2,2
74199916@n,105,1,40900.0,2,1,1
74206197@n,105,1,38608.0,2,1,1
74281316@n,21,1,13900.0,4,1,1
74355224@n,60,1,63000.0,3,1,2
74364040@n,51,1,48200.0,3,1,1
74403885@n,133,1,37900.0,2,1,1
74408503@n,73,1,29739.0,3,1,1
744614235@g,204,1,33200.0,1,1,1
74461706@n,189,1,38800.0,1,1,1
74485426@n,99,1,14900.0,3,1,1
74493576@n,84,1,63800.0,3,1,2
7449469@n,8,2,73311.0,4,2,2
74640555@n,47,1,40900.0,3,1,1
74648314@n,10,3,75500.0,4,3,2
7465238@n,93,1,13900.0,3,1,1
74687690@n,206,1,134300.0,1,1,3
74717074@n,25,1,36800.0,4,1,1
74773541@n,129,1,32900.0,2,1,1
7477414@n,117,1,37900.0,2,1,1
74808934@n,28,1,54200.0,4,1,2
74813392@n,153,1,38900.0,2,1,1
7483672@n,99,1,41900.0,3,1,1
7489378@n,208,1,48200.0,1,1,1
75022711@n,69,1,15500.0,3,1,1
75283395@n,75,1,15500.0,3,1,1
75298414@n,87,1,32900.0,3,1,1
75335381@n,185,1,88200.0,1,1,2
75381738@n,3,1,29900.0,4,1,1
7540646@n,101,1,48800.0,2,1,1
7550799@n,107,1,11700.0,2,1,1
75580944@n,54,1,39400.0,3,1,1
75582653@n,116,1,114500.0,2,1,3
75712763@n,135,1,31900.0,2,1,1
75738556@n,93,1,40990.0,3,1,1
75817674@n,112,1,50500.0,2,1,1
75821158@n,152,1,67800.0,2,1,2
7590546@n,85,1,40900.0,3,1,1
75914706@n,98,1,58200.0,3,1,2
75924671@n,170,1,28800.0,1,1,1
7592857@n,152,1,80700.0,2,1,2
75929634@n,21,2,42300.0,4,2,1
7594077@n,100,1,41000.0,2,1,1
7594537@n,108,1,112500.0,2,1,3
75999735@n,103,1,12900.0,2,1,1
76021102@n,144,2,58800.0,2,2,2
7603083@n,84,1,79731.0,3,1,2
76059991@n,45,1,58200.0,4,1,2
76094383@n,129,1,40900.0,2,1,1
76127311@n,207,1,34300.0,1,1,1
76148267@n,105,1,39900.0,2,1,1
76196004@n,50,1,15900.0,3,1,1
76238535@n,195,1,15900.0,1,1,1
76250349@n,85,1,40900.0,3,1,1
7625700@n,178,1,40900.0,1,1,1
76287903@n,15,1,37900.0,4,1,1
76302644@n,174,1,49300.0,1,1,1
7632508@n,199,1,41700.0,1,1,1
76330672@n,14,2,121700.0,4,2,3
7640589@n,9,1,41900.0,4,1,1
764212958@g,69,1,32400.0,3,1,1
76458490@n,10,1,40900.0,4,1,1
76489206@n,66,1,37300.0,3,1,1
76490468@n,34,2,84463.0,4,2,2
76556102@n,108,1,23000.0,2,1,1
7657722@n,19,1,20400.0,4,1,1
76591016@n,195,1,122600.0,1,1,3
7660065@n,54,1,39900.0,3,1,1
7660511@n,75,1,16500.0,3,1,1
76610612@n,19,1,31000.0,4,1,1
7661102@n,143,1,16900.0,2,1,1
76622429@n,82,1,38900.0,3,1,1
7664200@n,59,3,74419.0,3,3,2
76645555@n,170,1,30800.0,1,1,1
76650313@n,126,1,67800.0,2,1,2
76766543@n,6,1,35900.0,4,1,1
76881999@n,16,1,16900.0,4,1,1
76910470@n,30,1,13900.0,4,1,1
7691643@n,136,1,51600.0,2,1,1
7698084@n,7,2,70626.0,4,2,2
76986876@n,203,1,16900.0,1,1,1
77063965@n,142,1,69900.0,2,1,2
77071676@n,113,1,12300.0,2,1,1
77091496@n,181,1,31900.0,1,1,1
7709443@n,61,1,31400.0,3,1,1
77105476@n,51,1,41900.0,3,1,1
77137337@n,217,1,33200.0,1,1,1
77174152@n,146,1,15900.0,2,1,1
77215887@n,216,1,35000.0,1,1,1
7722297@n,64,1,53100.0,3,1,2
77243257@n,10,1,23800.0,4,1,1
77244448@n,134,2,71700.0,2,2,2
7726464@n,14,2,86300.0,4,2,2
77269209@n,119,1,36900.0,2,1,1
7727745@n,196,1,37900.0,1,1,1
77318251@n,186,1,69900.0,1,1,2
77334774@n,5,1,40900.0,4,1,1
7733727@n,206,1,114000.0,1,1,3
7736657@n,72,1,31400.0,3,1,1
77389309@n,71,1,15700.0,3,1,1
77396337@n,120,1,36700.0,2,1,1
77411476@n,128,1,31900.0,2,1,1
77425801@n,149,1,51600.0,2,1,1
77473388@n,21,1,40900.0,4,1,1
77608522@n,184,1,49300.0,1,1,1
77611727@n,29,1,40900.0,4,1,1
7761340@n,29,1,41900.0,4,1,1
77625456@n,116,1,11700.0,2,1,1
77649608@n,24,1,22800.0,4,1,1
7767600@n,208,1,16100.0,1,1,1
7769308@n,96,1,27900.0,3,1,1
77742284@n,122,1,16900.0,2,1,1
7774775@n,166,1,50990.0,1,1,1
77757975@n,16,1,16900.0,4,1,1
77777855@n,140,2,93473.0,2,2,2
7779193@n,81,1,40900.0,3,1,1
77809643@n,105,1,34400.0,2,1,1
77834692@n,56,1,41900.0,3,1,1
77839817@n,44,1,40900.0,4,1,1
77891931@n,16,1,19100.0,4,1,1
77928641@n,161,1,42100.0,1,1,1
7793499@n,93,1,57100.0,3,1,2
7795187@n,61,1,39700.0,3,1,1
77965613@n,196,1,37900.0,1,1,1
7798242@n,170,1,31800.0,1,1,1
77987745@n,10,1,45200.0,4,1,1
77988782@n,102,1,14900.0,2,1,1
78020349@n,63,1,48400.0,3,1,1
78064031@n,207,1,114000.0,1,1,3
78065776@n,17,1,28300.0,4,1,1
78122131@n,204,1,39900.0,1,1,1
78132049@n,108,1,12700.0,2,1,1
78173585@n,105,1,11700.0,2,1,1
78173644@n,133,1,33900.0,2,1,1
7817945@n,7,2,71850.0,4,2,2
78239895@n,67,1,32400.0,3,1,1
78373160@n,107,1,22000.0,2,1,1
78434038@n,149,1,39827.0,2,1,1
78460801@n,142,1,39400.0,2,1,1
78463929@n,29,1,52800.0,4,1,2
78471079@n,73,1,26700.0,3,1,1
78507005@n,207,1,33200.0,1,1,1
78561672@n,217,1,33696.0,1,1,1
78588848@n,94,1,59700.0,3,1,2
78606198@g,92,1,6200.0,3,1,1
78626378@n,207,1,35000.0,1,1,1
78628074@n,15,2,70100.0,4,2,2
7863321@n,58,1,40900.0,3,1,1
78649039@n,73,2,40900.0,3,2,1
78680541@n,24,1,161300.0,4,1,3
7869412@n,80,1,40900.0,3,1,1
7872294@n,115,1,35700.0,2,1,1
78751959@n,13,1,30900.0,4,1,1
78765376@n,204,1,30121.0,1,1,1
78817700@n,104,1,40900.0,2,1,1
7886477@n,5,1,41000.0,4,1,1
7895813@n,55,1,40000.0,3,1,1
78987335@n,150,1,39400.0,2,1,1
79014796@n,207,1,34200.0,1,1,1
79030755@n,133,1,31900.0,2,1,1
79032712@n,21,1,36900.0,4,1,1
7904825@n,4,1,23100.0,4,1,1
79053917@n,138,2,45800.0,2,2,1
79130019@n,184,1,15900.0,1,1,1
79130997@n,65,1,30300.0,3,1,1
79135925@n,167,1,13900.0,1,1,1
79157039@n,81,2,98200.0,3,2,2
7916400@n,171,2,74100.0,1,2,2
79176770@n,14,1,36900.0,4,1,1
79179404@n,92,1,40000.0,3,1,1
79186698@n,44,1,90600.0,4,1,2
79199131@n,2,1,45800.0,4,1,1
79238195@n,208,1,114000.0,1,1,3
79242719@n,195,1,16900.0,1,1,1
79245746@n,120,1,23000.0,2,1,1
79282789@n,66,2,188800.0,3,2,3
79301156@n,126,1,31900.0,2,1,1
7930500@n,13,2,78800.0,4,2,2
79308296@n,22,1,36900.0,4,1,1
79385795@n,183,1,38800.0,1,1,1
79404476@n,85,1,69800.0,3,1,2
79448357@n,66,3,56562.0,3,3,2
79448567@n,34,1,22800.0,4,1,1
79469779@n,120,1,49800.0,2,1,1
79486658@n,107,1,24000.0,2,1,1
7948749@n,23,1,36900.0,4,1,1
79495588@n,92,1,13900.0,3,1,1
79512867@n,110,2,50500.0,2,2,1
79522350@n,125,1,39400.0,2,1,1
79565674@n,17,1,36900.0,4,1,1
79566256@n,119,1,12900.0,2,1,1
79581391@n,162,1,40900.0,1,1,1
79588443@n,67,1,30300.0,3,1,1
796099506@g,96,1,28900.0,3,1,1
79707558@n,207,1,36000.0,1,1,1
79737501@n,57,2,66600.0,3,2,2
79751394@n,168,1,28827.0,1,1,1
79753288@n,64,1,30999.0,3,1,1
79857905@n,185,1,39593.0,1,1,1
79868493@n,209,1,33200.0,1,1,1
7995122@n,56,1,37900.0,3,1,1
79999995@n,182,1,40769.0,1,1,1
80004781@n,112,1,64400.0,2,1,2
80007777@n,19,1,25800.0,4,1,1
80020200@n,41,1,12900.0,4,1,1
80043332@n,127,1,16900.0,2,1,1
80061395@n,165,1,138000.0,1,1,3
80076847@n,128,1,16900.0,2,1,1
80128411@n,12,3,50100.0,4,3,1
80144658@n,63,1,16500.0,3,1,1
80162974@n,191,1,16900.0,1,1,1
8016560@n,127,1,41900.0,2,1,1
80190692@n,146,1,13900.0,2,1,1
8019374@n,40,1,35000.0,4,1,1
8019471@n,84,1,38239.0,3,1,1
80200065@n,62,1,33400.0,3,1,1
8021296@n,147,1,15900.0,2,1,1
80234752@n,208,1,35000.0,1,1,1
80250562@n,114,1,36000.0,2,1,1
8026000@n,3,1,54200.0,4,1,2
80261311@n,169,1,38900.0,1,1,1
80270850@n,217,1,53000.0,1,1,2
80316567@n,77,2,68400.0,3,2,2
80327461@n,193,1,41900.0,1,1,1
80340142@n,35,1,42800.0,4,1,1
80389828@n,118,1,51500.0,2,1,1
80411062@n,211,1,54300.0,1,1,2
8041491@n,27,2,106700.0,4,2,3
80420956@n,173,1,31800.0,1,1,1
80441635@n,8,2,46115.0,4,2,1
80442851@n,203,1,45900.0,1,1,1
80525087@n,214,1,40600.0,1,1,1
80531814@n,121,1,30300.0,2,1,1
8055583@n,141,1,9400.0,2,1,1
80558051@n,71,1,105400.0,3,1,3
80610416@n,205,1,15200.0,1,1,1
80664037@n,104,1,40000.0,2,1,1
80695157@n,218,1,113913.0,1,1,3
8071906@n,87,1,40900.0,3,1,1
80724631@n,91,1,13900.0,3,1,1
8076069@n,162,1,16300.0,1,1,1
8082126@n,135,1,40900.0,2,1,1
80823210@n,28,1,35800.0,4,1,1
80850946@n,126,1,37586.0,2,1,1
80867641@n,87,1,63800.0,3,1,2
80911220@n,19,1,9900.0,4,1,1
81028969@n,168,2,31800.0,1,2,1
81070010@n,88,1,33900.0,3,1,1
8108426@n,140,1,16900.0,2,1,1
81144436@n,202,1,38800.0,1,1,1
81232936@n,136,1,40400.0,2,1,1
81293944@n,71,1,15500.0,3,1,1
81302867@n,5,2,34800.0,4,2,1
81338063@n,127,1,40900.0,2,1,1
81387907@n,134,1,41900.0,2,1,1
8142733@n,217,1,16200.0,1,1,1
81435515@n,42,1,37900.0,4,1,1
81471316@n,139,1,39400.0,2,1,1
81475529@n,18,1,23800.0,4,1,1
81482271@n,71,1,32293.0,3,1,1
81503667@n,197,1,76800.0,1,1,2
81506924@n,128,1,33300.0,2,1,1
81536912@n,118,1,25600.0,2,1,1
81540075@n,13,2,72300.0,4,2,2
81543850@n,13,1,16800.0,4,1,1
81557104@n,105,1,38800.0,2,1,1
8159826@n,96,1,38800.0,3,1,1
8170787@n,163,1,27800.0,1,1,1
81741726@n,134,1,31900.0,2,1,1
81814002@n,60,1,35400.0,3,1,1
81840749@n,190,1,40900.0,1,1,1
81859138@n,77,1,78300.0,3,1,2
8189735@n,44,1,39000.0,4,1,1
81926349@n,29,1,34800.0,4,1,1
8192730@n,56,1,40900.0,3,1,1
81936605@n,112,1,37000.0,2,1,1
81954962@n,94,1,12900.0,3,1,1
