date,pagepath,percentScrolled,sessions,screenPageViews,screenPageViewsPerSession
2023-03-05,/,,554,1066,1.924187725631769
2023-03-05,/product/list_thumb.html,,380,1376,3.6210526315789475
2023-03-05,/,90,309,0,0
2023-03-05,/article/blog/8/15716/,,243,263,1.0823045267489713
2023-03-05,/member/login.html,,232,458,1.9741379310344827
2023-03-05,/protected/loginSns.html,,224,0,0
2023-03-05,/article/blog/8/13117/,,218,230,1.0550458715596329
2023-03-05,/member/login.html,90,216,0,0
2023-03-05,/article/blog/8/12516/,,204,213,1.0441176470588236
2023-03-05,/article/blog/8/19839/,,192,197,1.0260416666666667
2023-03-05,/product/%EC%9D%B4%EB%B8%8C%EC%BD%98%EB%8F%94-%EB%A6%AC%EC%96%BC-0035/286/category/83/display/1/,,187,302,1.6149732620320856
2023-03-05,/article/blog/8/15165/,,180,186,1.0333333333333334
2023-03-05,/article/blog/8/13286/,,168,183,1.0892857142857142
2023-03-05,/article/blog/8/12833/,,149,172,1.1543624161073827
2023-03-05,/article/blog/8/14576/,,138,203,1.4710144927536233
2023-03-05,/article/blog/8/14208/,,136,199,1.463235294117647
2023-03-05,/article/blog/8/12066/,,131,140,1.0687022900763359
2023-03-05,/article/blog/8/15871/,,126,149,1.1825396825396826
2023-03-05,/order/orderform.html,,124,192,1.5483870967741935
2023-03-05,/order/orderform.html,90,121,0,0
2023-03-05,/article/blog/8/9799/,,110,113,1.0272727272727273
2023-03-05,/article/blog/8/13012/,,107,115,1.0747663551401869
2023-03-05,/order/order_result.html,,100,118,1.18
2023-03-05,/order/basket.html,,89,210,2.3595505617977528
2023-03-05,/article/blog/8/13332/,,85,103,1.2117647058823529
2023-03-05,/article/blog/8/9719/,,85,89,1.0470588235294118
2023-03-05,/article/blog/8/15959/,,84,101,1.2023809523809523
2023-03-05,/myshop/index.html,,80,141,1.7625
2023-03-05,/order/order_result.html,90,77,0,0
2023-03-05,/protected/loginSns.html,90,76,0,0
2023-03-05,/article/blog/8/16499/,,75,76,1.0133333333333334
2023-03-05,/article/blog/8/16688/,,74,79,1.0675675675675675
2023-03-05,/article/blog/8/19423/categoryno/1/,,74,85,1.1486486486486487
2023-03-05,/article/blog/8/19536/,,72,74,1.0277777777777777
2023-03-05,/coupon/coupon_select.html,,70,7,0.1
2023-03-05,/article/blog/8/14862/,,68,70,1.0294117647058822
2023-03-05,/article/blog/8/15399/,,67,73,1.0895522388059702
2023-03-05,/article/blog/8/15165/page/7/,,64,68,1.0625
2023-03-05,/article/blog/8/12220/,,63,151,2.3968253968253967
2023-03-05,/product/list_thumb.html,90,63,0,0
2023-03-05,/article/blog/8/15786/,,61,68,1.1147540983606556
2023-03-05,/product/%EC%9D%B4%EB%B8%8C%EC%BB%B5-mini-s-l/262/category/97/display/1/,,60,79,1.3166666666666667
2023-03-05,/product/layer_option.html,,57,0,0
2023-03-05,/product/%EC%9D%B4%EB%B8%8C%EC%BD%98%EB%8F%94-%EB%A6%AC%EC%96%BC-0035/286/category/83/display/1/,90,56,0,0
2023-03-05,/article/blog/8/13333/,,53,62,1.1698113207547169
2023-03-05,/article/blog/8/13736/,,52,52,1
2023-03-05,/intro/adult_im.html,,52,110,2.1153846153846154
2023-03-05,/product/%EC%95%84%EA%B7%B8%EB%A1%9C%ED%8F%AC%EB%A0%88%EC%8A%A4%ED%8A%B8%EB%A6%AC%C2%AE-%EC%9D%B4%EB%B8%8C%EC%BD%98%EB%8F%94-%EC%9A%B8%ED%8A%B8%EB%9D%BC%EC%94%AC/278/category/83/display/1/,,51,74,1.4509803921568627
2023-03-05,/myshop/order/list.html,,50,104,2.08
2023-03-05,/article/blog/8/15262/,,47,50,1.0638297872340425
2023-03-05,/article/blog/8/14046/,,46,45,0.97826086956521741
2023-03-05,/product/%EB%9F%AC%EB%B2%84-%EC%84%B8%ED%8A%B8lover-set/243/category/83/display/1/,,44,69,1.5681818181818181
2023-03-05,/product/%EC%9D%B8%ED%8B%B0%EB%B0%8B%EC%A0%A4-%EB%82%B4%EC%B6%94%EB%9F%B4130ml/281/category/85/display/1/,,43,54,1.2558139534883721
2023-03-05,/article/notice/1/27587/,,42,43,1.0238095238095237
2023-03-05,/article/blog/8/14766/,,40,40,1
2023-03-05,/article/blog/8/13863/,,39,39,1
2023-03-05,/article/blog/8/4642/,,39,44,1.1282051282051282
2023-03-05,/intro/adult_im.html,90,39,0,0
2023-03-05,/product/%EC%95%84%EA%B7%B8%EB%A1%9C%ED%8F%AC%EB%A0%88%EC%8A%A4%ED%8A%B8%EB%A6%AC%C2%AE-%EC%9D%B4%EB%B8%8C-%ED%95%91%EA%B1%B0%EB%8F%94/264/category/83/display/1/,,39,42,1.0769230769230769
2023-03-05,/category/condom/83/,,38,101,2.6578947368421053
2023-03-05,/index.html,,38,52,1.368421052631579
2023-03-05,/myshop/coupon/coupon.html,,36,91,2.5277777777777777
2023-03-05,/product/md%EB%A3%A8%EB%B8%8C-%EC%8B%A4%EB%A6%AC%EC%BD%98100ml/242/category/85/display/1/,,36,47,1.3055555555555556
2023-03-05,/article/blog/8/19839/categoryno/1/,,35,35,1
2023-03-05,/article/blog/8/14133/,,34,45,1.3235294117647058
2023-03-05,/category/play/131,,33,35,1.0606060606060606
2023-03-05,/member/join_result.html,,33,33,1
2023-03-05,/coupon/coupon_select.html,90,31,0,0
2023-03-05,/product/%EC%9D%B8%ED%8B%B0%EB%B0%8B%EC%A0%A4-%EB%B0%B1%EB%8F%84%EC%96%B4130ml/517/category/85/display/1/,,31,34,1.096774193548387
2023-03-05,/article/blog/8/11097/,,30,32,1.0666666666666667
2023-03-05,/article/blog/8/19592/,,30,31,1.0333333333333334
2023-03-05,/article/blog/8/57/,,30,34,1.1333333333333333
2023-03-05,/article/blog/8/13116/,,29,34,1.1724137931034482
2023-03-05,/article/blog/8/9597/page/17/,,29,30,1.0344827586206897
2023-03-05,/article/blog/8/16211/,,28,28,1
2023-03-05,/product/%EC%9D%B4%EB%B8%8C%EC%BD%98%EB%8F%94-%EC%8A%AC%EB%A6%BC/275/category/83/display/1/,,28,39,1.3928571428571428
2023-03-05,/article/blog/8/16865/,,26,27,1.0384615384615385
2023-03-05,/article/blog/8/25900/,,26,25,0.96153846153846156
2023-03-05,/product/%EC%9D%B4%EB%B8%8C%EC%BB%B5-mini-s-l/262/category/97/display/1/,90,26,0,0
2023-03-05,/product/%EC%9D%B4%EB%B8%8C%EC%BD%98%EB%8F%94-%EB%9D%BC%EC%A7%80/270/category/83/display/1/,,26,33,1.2692307692307692
2023-03-05,/product/layer_option.html,90,25,0,0
2023-03-05,/article/blog/8/14495/,,24,31,1.2916666666666667
2023-03-05,/article/blog/8/26682/,,24,25,1.0416666666666667
2023-03-05,/blog/srhr.html,,24,155,6.458333333333333
2023-03-05,/product/%EB%9F%AC%EB%B2%84-%EC%84%B8%ED%8A%B8lover-set/243/category/85/display/1/,,24,35,1.4583333333333333
2023-03-05,/product/%EC%9D%B8%ED%8B%B0%EB%B0%8B%EC%A0%A4-%EB%B0%B1%EB%8F%84%EC%96%B4130ml/517/category/121/display/1/,,24,28,1.1666666666666667
2023-03-05,/product/%EB%A6%AC%EC%96%BC0035-2%ED%8C%A920p%EC%95%84%EA%B7%B8%EB%A1%9C%ED%8F%AC%EB%A0%88%EC%8A%A4%ED%8A%B8%EB%A6%AC-%ED%95%91%EA%B1%B0%EB%8F%9418p/314/category/83/display/1/,,23,30,1.3043478260869565
2023-03-05,/product/%EC%9D%B8%ED%8B%B0%EB%B0%8B%EC%A0%A4-%EB%9D%BC%EB%B2%A4%EB%8D%94130ml/283/category/85/display/1/,,23,27,1.173913043478261
2023-03-05,/product/search.html,,23,52,2.2608695652173911
2023-03-05,/category/shop/24/,,22,55,2.5
2023-03-05,/member/join_result.html,90,22,0,0
2023-03-05,/article/blog/8/163/,,21,23,1.0952380952380953
2023-03-05,/board/blog/srhr.html,,21,88,4.1904761904761907
2023-03-05,/article/blog/8/15871/,90,20,0,0
2023-03-05,/article/blog/8/19536/,90,20,0,0
2023-03-05,/article/blog/8/59/,,20,20,1
2023-03-05,/article/blog/8/15959/categoryno/1/,,19,19,1
2023-03-05,/member/join.html,,19,22,1.1578947368421053
2023-03-05,/order/basket.html,90,19,0,0
2023-03-05,/product/image_zoom.html,,19,19,1
2023-03-05,/product/image_zoom.html,90,19,0,0
2023-03-05,/article/blog/8/10059/,,18,18,1
2023-03-05,/article/blog/8/11456/,,18,20,1.1111111111111112
2023-03-05,/member/agreement.html,,18,22,1.2222222222222223
2023-03-05,/member/modify.html,,18,30,1.6666666666666667
2023-03-05,/article/blog/8/15871/categoryno/1/,,17,21,1.2352941176470589
2023-03-05,/article/blog/8/9598//,,17,21,1.2352941176470589
2023-03-05,/index.html,90,17,0,0
2023-03-05,/member/id/find_id.html,,17,34,2
2023-03-05,/product/%EB%A6%AC%EC%96%BC0035-3%ED%8C%A930p%EC%95%84%EA%B7%B8%EB%A1%9C%ED%8F%AC%EB%A0%88%EC%8A%A4%ED%8A%B8%EB%A6%AC-%EC%9A%B8%ED%8A%B8%EB%9D%BC%EC%94%AC10p/315/category/83/display/1/,,17,21,1.2352941176470589
2023-03-05,/product/%EC%95%84%EA%B7%B8%EB%A1%9C%ED%8F%AC%EB%A0%88%EC%8A%A4%ED%8A%B8%EB%A6%AC%C2%AE-%EC%9D%B4%EB%B8%8C%EC%BD%98%EB%8F%94-%EC%9A%B8%ED%8A%B8%EB%9D%BC%EC%94%AC/278/category/83/display/1/,90,17,0,0
2023-03-05,/product/detail.html,,17,20,1.1764705882352942
2023-03-05,/article/blog/8/25598/,,16,19,1.1875
2023-03-05,/board/free/list.html,,16,35,2.1875
2023-03-05,/product/%EB%9F%AC%EB%B2%84-%EC%84%B8%ED%8A%B8lover-set/243/category/83/display/1/,90,16,0,0
2023-03-05,/product/%EB%A7%88%EC%82%AC%EC%A7%80-%EC%BA%94%EB%93%A4-%ED%8F%AC%EB%A0%88%EC%8A%A4%ED%8A%B8-%EB%AC%B880g/516/category/121/display/1/,,16,18,1.125
2023-03-05,/product/%ED%8E%A8%EB%A7%88%EC%B9%B4-%EA%B5%AC%EB%AF%B863g/519/category/131/display/1/,,16,17,1.0625
2023-03-05,/article/blog/8/10149/,,15,15,1
2023-03-05,/article/blog/8/13972/,,15,15,1
2023-03-05,/article/blog/8/19839/,90,15,0,0
2023-03-05,/member/passwd/find_passwd_info.html,,15,20,1.3333333333333333
2023-03-05,/myshop/order/detail.html,,15,26,1.7333333333333334
2023-03-05,/product/%EC%9D%B8%ED%8B%B0%EB%B0%8B%EC%A0%A4-%EB%82%B4%EC%B6%94%EB%9F%B4130ml/281/category/85/display/1/,90,15,0,0
2023-03-05,/product/md%EB%A3%A8%EB%B8%8C-%EC%8B%A4%EB%A6%AC%EC%BD%98100ml/242/category/85/display/1/,90,15,0,0
2023-03-05,/article/blog/8/15716/,90,14,0,0
2023-03-05,/article/blog/8/26521/,,14,14,1
2023-03-05,/article/blog/8/26578/,,14,23,1.6428571428571428
2023-03-05,/board/blog/all.html,,14,74,5.2857142857142856
2023-03-05,/product/%EC%9D%B8%ED%8B%B0%EB%B0%8B%EC%A0%A4-%EB%9D%BC%EB%B2%A4%EB%8D%94130ml/283/category/85/display/1/,90,14,0,0
2023-03-05,/article/blog/8/10313/,,13,15,1.1538461538461537
2023-03-05,/article/blog/8/15959/,90,13,0,0
2023-03-05,/article/blog/8/9598/,,13,13,1
2023-03-05,/member/agreement.html,90,13,0,0
2023-03-05,/member/id/find_id_result.html,,13,15,1.1538461538461537
2023-03-05,/member/join.html,90,13,0,0
2023-03-05,/product/%EC%9D%B8%ED%8B%B0%EB%B0%8B%EC%A0%A4-%ED%9C%B4%EB%8C%80%EC%9A%A9-5ml/282/category/85/display/1/,,13,17,1.3076923076923077
2023-03-05,/article/blog/8/11815/page/7/,,12,15,1.25
2023-03-05,/article/blog/8/19762/,,12,12,1
2023-03-05,/member/check_password.html,,12,21,1.75
2023-03-05,/product/%EB%9F%AC%EB%B2%84-%EC%84%B8%ED%8A%B8lover-set/243/category/85/display/1/,90,12,0,0
2023-03-05,/product/%EC%9D%B8%ED%8B%B0%EB%B0%8B%EC%A0%A4-%EB%B0%B1%EB%8F%84%EC%96%B4130ml/517/category/121/display/1/,90,12,0,0
2023-03-05,/product/%ED%8E%A8%EB%A7%88%EC%B9%B4-%EA%B5%AC%EB%AF%B863g/519/category/131/display/1/,90,12,0,0
2023-03-05,/article/blog/8/15165/,90,11,0,0
2023-03-05,/category/jel/85/,,11,12,1.0909090909090908
2023-03-05,/member/change_passwd.html,,11,23,2.0909090909090908
2023-03-05,/myshop/index.html,90,11,0,0
2023-03-05,/myshop/order/list.html,90,11,0,0
2023-03-05,/product/%EC%9D%B4%EB%B8%8C%EC%BD%98%EB%8F%94-%EB%9D%BC%EC%A7%80/270/category/83/display/1/,90,11,0,0
2023-03-05,/product/%EC%9D%B4%EB%B8%8C%EC%BD%98%EB%8F%94-%EB%A6%AC%EC%96%BC-0035/286/category/24/display/1/,,11,13,1.1818181818181819
2023-03-05,/product/%EC%9D%B4%EB%B8%8C%EC%BD%98%EB%8F%94-3%EC%A2%85-%EC%84%B8%ED%8A%B8/266/category/83/display/1/,,11,14,1.2727272727272727
2023-03-05,/article/blog/8/14939/,,10,11,1.1
2023-03-05,/article/blog/8/15786/page/1/,,10,10,1
2023-03-05,/article/blog/8/16499/,90,10,0,0
2023-03-05,/article/blog/8/19423/,,10,10,1
2023-03-05,/article/blog/8/26143/categoryno/1/,,10,11,1.1
2023-03-05,/board/recruit/all.html,,10,12,1.2
2023-03-05,/category/evecup/97/,,10,16,1.6
2023-03-05,/member/passwd/find_passwd_result.html,,10,9,0.9
2023-03-05,/product/%EB%A6%AC%EC%96%BC0035-3%ED%8C%A930p%EC%95%84%EA%B7%B8%EB%A1%9C%ED%8F%AC%EB%A0%88%EC%8A%A4%ED%8A%B8%EB%A6%AC-%EB%8F%84%ED%8B%B0%EB%93%9C10p/316/category/83/display/1/,,10,12,1.2
2023-03-05,/product/%EC%95%84%EA%B7%B8%EB%A1%9C%ED%8F%AC%EB%A0%88%EC%8A%A4%ED%8A%B8%EB%A6%AC%C2%AE-%EC%9D%B4%EB%B8%8C%EC%BD%98%EB%8F%94-%EB%8F%84%ED%8B%B0%EB%93%9C/267/category/83/display/1/,,10,14,1.4
2023-03-05,/product/%EC%9D%B8%ED%8B%B0%EB%B0%8B%EC%A0%A4-%EB%B0%B1%EB%8F%84%EC%96%B4130ml/517/category/85/display/1/,90,10,0,0
2023-03-05,/article/blog/8/13117/,90,9,0,0
2023-03-05,/article/blog/8/13117/page/7/,,9,9,1
2023-03-05,/article/blog/8/16053/,,9,10,1.1111111111111112
2023-03-05,/board/faq/list.html,,9,60,6.666666666666667
2023-03-05,/category/play/131/,,9,15,1.6666666666666667
2023-03-05,/member/mapping_join.html,,9,10,1.1111111111111112
2023-03-05,/member/passwd/find_passwd_method.html,,9,9,1
2023-03-05,/product/%EB%A7%88%EC%82%AC%EC%A7%80-%EC%BA%94%EB%93%A4-%ED%8F%AC%EB%A0%88%EC%8A%A4%ED%8A%B8-%EB%AC%B880g/516/category/121/display/1/,90,9,0,0
2023-03-05,/product/%EC%83%9D%EB%A6%AC%ED%8C%AC%ED%8B%B0-%EB%9D%BC%EC%9D%B4%ED%8A%B8/247/category/98/display/1/,,9,9,1
2023-03-05,/product/%EC%9D%B4%EB%B8%8C%EC%BD%98%EB%8F%94-%EB%A6%AC%EC%96%BC-003510p/286/category/83/display/1/,,9,10,1.1111111111111112
2023-03-05,/product/list.html,,9,10,1.1111111111111112
2023-03-05,/article/blog/8/14652/,,8,9,1.125
2023-03-05,/article/blog/8/15262/page/1/,,8,9,1.125
2023-03-05,/article/blog/8/15786/,90,8,0,0
2023-03-05,/article/blog/8/25598/,90,8,0,0
2023-03-05,/article/blog/8/26143/,,8,8,1
2023-03-05,/board/blog/8/,,8,15,1.875
2023-03-05,/brand.html,,8,13,1.625
2023-03-05,/category/feminine-wash/89/,,8,16,2
2023-03-05,/category/play/121/,,8,13,1.625
2023-03-05,/member/modify.html,90,8,0,0
2023-03-05,/product/%EC%95%84%EA%B7%B8%EB%A1%9C%ED%8F%AC%EB%A0%88%EC%8A%A4%ED%8A%B8%EB%A6%AC%C2%AE-%EC%9D%B4%EB%B8%8C-%ED%95%91%EA%B1%B0%EB%8F%94/264/category/83/display/1/,90,8,0,0
2023-03-05,/product/%EC%99%B8%EC%9D%8C%EB%B6%80%EC%84%B8%EC%A0%95%EC%A0%9C-11-%EC%84%B8%ED%8A%B8/258/category/89/display/1/,,8,11,1.375
2023-03-05,/product/%EC%9D%B8%ED%8B%B0%EB%B0%8B%EC%A0%A4md%EB%A3%A8%EB%B8%8C-114%EC%A2%85-%ED%83%9D2/261/category/85/display/1/,,8,11,1.375
2023-03-05,/product/cheremimaka/243,,8,11,1.375
2023-03-05,/srhr/youth-condoms-support.html,,8,9,1.125
2023-03-05,/article/blog/8/14996/,,7,7,1
2023-03-05,/article/blog/8/15078/,,7,8,1.1428571428571428
2023-03-05,/article/blog/8/15716/categoryno/1/,,7,7,1
2023-03-05,/article/blog/8/16329/categoryno/1/,,7,8,1.1428571428571428
2023-03-05,/article/blog/8/26521/categoryno/1/,,7,7,1
2023-03-05,/article/notice/1/25878/,,7,7,1
2023-03-05,/order/ec_orderform/popup/safePhone.html,,7,7,1
2023-03-05,/order/ec_orderform/popup/safePhone.html,90,7,0,0
2023-03-05,/product/%EB%A9%80%ED%8B%B0%EC%BC%80%EC%96%B4-%EC%84%B8%ED%8A%B8/523/category/131/display/1/,,7,9,1.2857142857142858
2023-03-05,/product/%EC%83%9D%EB%A6%AC%ED%8C%AC%ED%8B%B0-%EC%98%A4%EB%B2%84%EB%82%98%EC%9D%B4%ED%8A%B8/285/category/98/display/1/,,7,8,1.1428571428571428
2023-03-05,/product/%EC%9D%B4%EB%B8%8C%EC%BB%B5-11-%EC%84%B8%ED%8A%B8/263/category/97/display/1/,,7,11,1.5714285714285714
2023-03-05,/product/detail.html,90,7,0,0
2023-03-05,/srhr/my_abortion.html,,7,7,1
2023-03-05,/article/blog/8/12833/,90,6,0,0
2023-03-05,/article/blog/8/9799/,90,6,0,0
2023-03-05,/blog/all.html,,6,34,5.666666666666667
2023-03-05,/category/pad/96/,,6,6,1
2023-03-05,/myshop/order/cancel.html,,6,7,1.1666666666666667
2023-03-05,/myshop/order/detail.html,90,6,0,0
2023-03-05,/product/%EC%9D%B4%EB%B8%8C%EC%BD%98%EB%8F%94-%EC%8A%AC%EB%A6%BC/275/category/83/display/1/,90,6,0,0
2023-03-05,/product/%ED%8E%A8%EA%B0%90%EB%A7%88%EB%A6%AC%EB%86%80%EB%A0%8C%EC%82%B0-%EB%A6%AC%ED%80%B4%EB%93%9C14%ED%8F%AC/520/category/131/display/1/,,6,6,1
2023-03-05,/product/valentine/286,,6,6,1
2023-03-05,/article/blog/8/11264/,,5,5,1
2023-03-05,/article/blog/8/12066/page/2/,,5,5,1
2023-03-05,/article/blog/8/12516/,90,5,0,0
2023-03-05,/article/blog/8/12566/,,5,6,1.2
2023-03-05,/article/blog/8/13012/,90,5,0,0
2023-03-05,/article/blog/8/14376/categoryno/3/,,5,6,1.2
2023-03-05,/article/blog/8/14495/,90,5,0,0
2023-03-05,/article/blog/8/15165/page/1/,,5,5,1
2023-03-05,/article/blog/8/166/,,5,5,1
2023-03-05,/article/blog/8/26236/categoryno/1/,,5,10,2
2023-03-05,/article/blog/8/9597/,,5,5,1
2023-03-05,/article/notice/1/25878/,90,5,0,0
2023-03-05,/article/notice/1/27587/,90,5,0,0
2023-03-05,/article/review/4/19042/,,5,6,1.2
2023-03-05,/board/blog/8/,90,5,0,0
2023-03-05,/board/blog/all.html,90,5,0,0
2023-03-05,/board/faq/list.html,90,5,0,0
2023-03-05,/board/free/list.html,90,5,0,0
2023-03-05,/board/index.html,,5,5,1
2023-03-05,/myshop/coupon/coupon.html,90,5,0,0
2023-03-05,/product/%EC%95%84%EA%B7%B8%EB%A1%9C%ED%8F%AC%EB%A0%88%EC%8A%A4%ED%8A%B8%EB%A6%AC%C2%AE-%EC%9D%B4%EB%B8%8C-%ED%95%91%EA%B1%B0%EB%8F%94/264/category/24/display/1/,,5,5,1
2023-03-05,/product/%EC%99%B8%EC%9D%8C%EB%B6%80%EC%84%B8%EC%A0%95%EC%A0%9C-%EA%B1%B0%ED%92%88%ED%98%95150ml/259/category/89/display/1/,,5,5,1
2023-03-05,/product/%EC%9D%B4%EB%B8%8C%EC%BD%98%EB%8F%94-3%EC%A2%85-%EC%84%B8%ED%8A%B8/266/category/83/display/1/,90,5,0,0
2023-03-05,/product/cheremimaka/286,,5,4,0.8
2023-03-05,/product/search.html,90,5,0,0
2023-03-05,/srhr/one-percent-for-srhr.html,,5,7,1.4
2023-03-05,/srhr/srhrcampaign.html,,5,6,1.2
2023-03-05,/article/blog/8/12066/page/3/categoryno/1/,,4,4,1
2023-03-05,/article/blog/8/14133/page/1/,,4,5,1.25
2023-03-05,/article/blog/8/14376/,,4,4,1
2023-03-05,/article/blog/8/14576/,90,4,0,0
2023-03-05,/article/blog/8/15262/,90,4,0,0
2023-03-05,/article/blog/8/15871/categoryno/1/,90,4,0,0
2023-03-05,/article/blog/8/19423/page/1/,,4,6,1.5
2023-03-05,/article/blog/8/19762/categoryno/1/,,4,4,1
2023-03-05,/article/blog/8/26682/page/1/,,4,4,1
2023-03-05,/article/blog/8/26730/,,4,5,1.25
2023-03-05,/article/blog/8/26730/categoryno/1/,,4,4,1
2023-03-05,/article/notice/1/27462/,,4,6,1.5
2023-03-05,/blog/srhr.html,90,4,0,0
2023-03-05,/board/blog/srhr.html,90,4,0,0
2023-03-05,/category/panty/98/,,4,6,1.5
2023-03-05,/myshop/mileage/historyList.html,,4,6,1.5
2023-03-05,/product/%EB%A6%AC%EC%96%BC0035-3%ED%8C%A930p%EC%95%84%EA%B7%B8%EB%A1%9C%ED%8F%AC%EB%A0%88%EC%8A%A4%ED%8A%B8%EB%A6%AC-%EB%8F%84%ED%8B%B0%EB%93%9C10p/316/category/83/display/1/,90,4,0,0
2023-03-05,/product/%EB%A6%AC%EC%96%BC0035-3%ED%8C%A930p%EC%95%84%EA%B7%B8%EB%A1%9C%ED%8F%AC%EB%A0%88%EC%8A%A4%ED%8A%B8%EB%A6%AC-%EC%9A%B8%ED%8A%B8%EB%9D%BC%EC%94%AC10p/315/category/83/display/1/,90,4,0,0
2023-03-05,/product/%EC%83%9D%EB%A6%AC%ED%8C%AC%ED%8B%B0%EC%83%9D%EB%A6%AC%EC%BB%B5-%EC%84%B8%ED%8A%B8/246/category/97/display/1/,,4,5,1.25
2023-03-05,/product/%EC%83%9D%EB%A6%AC%ED%8C%AC%ED%8B%B0-11-%EC%84%B8%ED%8A%B8/250/category/98/display/1/,,4,4,1
2023-03-05,/product/%EC%95%84%EA%B7%B8%EB%A1%9C%ED%8F%AC%EB%A0%88%EC%8A%A4%ED%8A%B8%EB%A6%AC%C2%AE-%EC%9D%B4%EB%B8%8C%EC%BD%98%EB%8F%94-%EC%9A%B8%ED%8A%B8%EB%9D%BC%EC%94%AC/278/category/24/display/1/,,4,4,1
2023-03-05,/product/%EC%9D%B4%EB%B8%8C%EC%BD%98%EB%8F%94-%EB%9D%BC%EC%A7%8010p/270/,,4,4,1
2023-03-05,/product/%EC%9D%B4%EB%B8%8C%EC%BD%98%EB%8F%94-%EB%A6%AC%EC%96%BC-0035/286/category/1/display/9/,,4,5,1.25
2023-03-05,/product/%EC%9D%B8%ED%8B%B0%EB%B0%8B-%ED%8B%B0%EC%8A%8810%EA%B0%9C%EC%9E%85/514/category/89/display/1/,,4,3,0.75
2023-03-05,/product/cheremimaka/245,,4,5,1.25
2023-03-05,/sustainability/long-term-goal.html,,4,7,1.75
2023-03-05,/article/blog/8/10756/,,3,3,1
2023-03-05,/article/blog/8/11815/,,3,3,1
2023-03-05,/article/blog/8/12066/,90,3,0,0
2023-03-05,/article/blog/8/12833/page/2/,,3,3,1
2023-03-05,/article/blog/8/13012/page/7/%E2%80%8B,,3,3,1
2023-03-05,/article/blog/8/13332/page/7/,,3,3,1
2023-03-05,/article/blog/8/13333/page/7/,,3,4,1.3333333333333333
2023-03-05,/article/blog/8/13972/page/1/%E2%80%8B,,3,3,1
2023-03-05,/article/blog/8/14208/,90,3,0,0
2023-03-05,/article/blog/8/15165/page/7/,90,3,0,0
2023-03-05,/article/blog/8/15399/,90,3,0,0
2023-03-05,/article/blog/8/15786/page/2/categoryno/1/,,3,3,1
2023-03-05,/article/blog/8/16053/,90,3,0,0
2023-03-05,/article/blog/8/16211/page/2/categoryno/1/,,3,3,1
2023-03-05,/article/blog/8/16688/,90,3,0,0
2023-03-05,/article/blog/8/19536/page/1/,,3,3,1
2023-03-05,/article/blog/8/19592/page/4/categoryno/1/,,3,3,1
2023-03-05,/article/blog/8/26236/categoryno/1/,90,3,0,0
2023-03-05,/article/blog/8/26543/,,3,7,2.3333333333333335
2023-03-05,/article/blog/8/26578/categoryno/1/,,3,3,1
2023-03-05,/article/blog/8/26682/categoryno/1/,,3,3,1
2023-03-05,/article/blog/8/26940/categoryno/1/,,3,3,1
2023-03-05,/article/blog/8/7062/,,3,3,1
2023-03-05,/board/index.html,90,3,0,0
2023-03-05,/brand.html,90,3,0,0
2023-03-05,/brand/leadershipprinciples.html,,3,2,0.66666666666666663
2023-03-05,/brand/offline-store.html,,3,3,1
2023-03-05,/member/id/find_id.html,90,3,0,0
2023-03-05,/member/id/find_id_result.html,90,3,0,0
2023-03-05,/member/mapping_join.html,90,3,0,0
2023-03-05,/product/%EB%A6%AC%EC%96%BC0035-2%ED%8C%A920p%EC%95%84%EA%B7%B8%EB%A1%9C%ED%8F%AC%EB%A0%88%EC%8A%A4%ED%8A%B8%EB%A6%AC-%ED%95%91%EA%B1%B0%EB%8F%9418p/314/category/83/display/1/,90,3,0,0
2023-03-05,/product/%EC%83%9D%EB%A6%AC%ED%8C%AC%ED%8B%B0-%EB%9D%BC%EC%9D%B4%ED%8A%B8/247/category/98/display/1/,90,3,0,0
2023-03-05,/product/%EC%95%84%EA%B7%B8%EB%A1%9C%ED%8F%AC%EB%A0%88%EC%8A%A4%ED%8A%B8%EB%A6%AC%C2%AE-%EC%9D%B4%EB%B8%8C-%ED%95%91%EA%B1%B0%EB%8F%94/264/category/24/display/1/,90,3,0,0
2023-03-05,/product/%EC%9C%A0%EA%B8%B0%EB%86%8D-%EC%88%9C%EB%A9%B4%EC%BB%A4%EB%B2%84-%EC%83%9D%EB%A6%AC%EB%8C%80-%EC%8A%88%ED%8D%BC%EB%A1%B1-%EC%98%A4%EB%B2%84%EB%82%98%EC%9D%B4%ED%8A%B810%EA%B0%9C%EC%9E%85/254/category/96/display/1/,,3,4,1.3333333333333333
2023-03-05,/product/%EC%9D%B4%EB%B8%8C%EC%BD%98%EB%8F%94-%EB%A6%AC%EC%96%BC-0035/286/category/83/,,3,4,1.3333333333333333
2023-03-05,/product/%EC%9D%B4%EB%B8%8C%EC%BD%98%EB%8F%94-%EB%A6%AC%EC%96%BC-003510p/286/,,3,3,1
2023-03-05,/product/%EC%9D%B8%ED%8B%B0%EB%B0%8B%EC%A0%A4-%ED%9C%B4%EB%8C%80%EC%9A%A9-5ml/282/category/85/display/1/,90,3,0,0
2023-03-05,/promotion/wintersale.html,,3,4,1.3333333333333333
2023-03-05,/sustainability/sustainable-environmental.html,,3,3,1
2023-03-05,/article/blog/8/10313/,90,2,0,0
2023-03-05,/article/blog/8/11264/page/7/,,2,2,1
2023-03-05,/article/blog/8/12066/page/5/,,2,2,1
2023-03-05,/article/blog/8/12066/page/5/categoryno/1/,,2,2,1
