date,id,R,F,M,r_grade,f_grade,m_grade,rfm_index,group
2023-03-02,46579947@n,24,1,13900.0,4,1,1,1.0367001883007891,new
2023-03-02,46605895@n,76,1,31300.0,3,1,1,1.024466792200526,new
2023-03-02,46608659@n,63,1,48384.0,3,1,1,1.024466792200526,new
2023-03-02,46613882@n,147,1,42200.0,2,1,1,1.012233396100263,esc
2023-03-02,466182433@g,81,1,15900.0,3,1,1,1.024466792200526,new
2023-03-02,46629309@n,180,1,38800.0,1,1,1,1.0,esc
2023-03-02,46631574@n,34,2,189900.0,4,2,3,2.6790603388429806,semi-VIP
2023-03-02,46632529@n,72,1,31900.0,3,1,1,1.024466792200526,new
2023-03-02,46647570@n,85,1,16900.0,3,1,1,1.024466792200526,new
2023-03-02,46657383@n,58,1,34900.0,3,1,1,1.024466792200526,new
2023-03-02,4666866@n,32,1,34900.0,4,1,1,1.0367001883007891,new
2023-03-02,46711085@n,99,1,12900.0,2,1,1,1.012233396100263,esc
2023-03-02,46717762@n,22,2,75800.0,4,2,2,2.024466792200526,new
2023-03-02,46732137@n,130,2,55800.0,2,2,2,2.0,esc
2023-03-02,4675065@n,134,1,16900.0,2,1,1,1.012233396100263,esc
2023-03-02,46772122@n,96,1,28500.0,2,1,1,1.012233396100263,esc
2023-03-02,46772905@n,72,1,30700.0,3,1,1,1.024466792200526,new
2023-03-02,46791777@n,143,1,16900.0,2,1,1,1.012233396100263,esc
2023-03-02,46817400@n,61,1,32400.0,3,1,1,1.024466792200526,new
2023-03-02,4682420@n,8,1,24900.0,4,1,1,1.0367001883007891,new
2023-03-02,46831377@n,71,1,49400.0,3,1,1,1.024466792200526,new
2023-03-02,46833831@n,109,1,23000.0,2,1,1,1.012233396100263,esc
2023-03-02,46848712@n,15,1,36900.0,4,1,1,1.0367001883007891,new
2023-03-02,46872676@n,60,1,15700.0,3,1,1,1.024466792200526,new
2023-03-02,46896800@n,171,1,30800.0,1,1,1,1.0,esc
2023-03-02,46914172@n,57,1,153000.0,3,1,3,2.333653885485435,semi-VIP
2023-03-02,46922446@n,101,1,40235.0,2,1,1,1.012233396100263,esc
2023-03-02,46925992@n,170,1,30800.0,1,1,1,1.0,esc
2023-03-02,46929145@n,16,2,178800.0,4,2,3,2.6790603388429806,semi-VIP
2023-03-02,46938136@n,98,1,12900.0,2,1,1,1.012233396100263,esc
2023-03-02,46938970@n,162,1,37100.0,1,1,1,1.0,esc
2023-03-02,46940511@n,16,1,16900.0,4,1,1,1.0367001883007891,new
2023-03-02,46942756@n,123,1,57700.0,2,1,2,1.6668269427427176,esc
2023-03-02,46983645@n,23,1,38800.0,4,1,1,1.0367001883007891,new
2023-03-02,47001261@n,32,1,24800.0,4,1,1,1.0367001883007891,new
2023-03-02,47015522@n,163,1,12900.0,1,1,1,1.0,esc
2023-03-02,47022414@n,30,1,9900.0,4,1,1,1.0367001883007891,new
2023-03-02,47024074@n,200,1,40900.0,1,1,1,1.0,esc
2023-03-02,47093307@n,70,1,55597.0,3,1,2,1.6790603388429806,new
2023-03-02,47110741@n,66,1,27400.0,3,1,1,1.024466792200526,new
2023-03-02,47113585@n,132,1,38900.0,2,1,1,1.012233396100263,esc
2023-03-02,47122185@n,69,1,35384.0,3,1,1,1.024466792200526,new
2023-03-02,47183987@n,58,1,27486.0,3,1,1,1.024466792200526,new
2023-03-02,47194355@n,71,1,30300.0,3,1,1,1.024466792200526,new
2023-03-02,47196729@n,20,1,10900.0,4,1,1,1.0367001883007891,new
2023-03-02,47217001@n,80,1,58200.0,3,1,2,1.6790603388429806,new
2023-03-02,47248320@n,119,1,18300.0,2,1,1,1.012233396100263,esc
2023-03-02,47267892@n,69,1,33400.0,3,1,1,1.024466792200526,new
2023-03-02,47306080@n,156,1,35700.0,1,1,1,1.0,esc
2023-03-02,47323083@n,26,1,24300.0,4,1,1,1.0367001883007891,new
2023-03-02,47325207@n,78,1,36900.0,3,1,1,1.024466792200526,new
2023-03-02,47378309@n,203,1,32300.0,1,1,1,1.0,esc
2023-03-02,47401772@n,37,1,28900.0,4,1,1,1.0367001883007891,new
2023-03-02,47408715@n,33,1,70800.0,4,1,2,1.6912937349432435,new
2023-03-02,47411501@n,193,1,17900.0,1,1,1,1.0,esc
2023-03-02,47417867@n,21,1,18100.0,4,1,1,1.0367001883007891,new
2023-03-02,47489472@n,12,1,49900.0,4,1,1,1.0367001883007891,new
2023-03-02,47492795@n,137,1,37900.0,2,1,1,1.012233396100263,esc
2023-03-02,47506531@n,16,3,74300.0,4,3,2,2.357639849457809,ROYAL
2023-03-02,4750970@n,27,1,35400.0,4,1,1,1.0367001883007891,new
2023-03-02,47525612@n,89,1,40900.0,3,1,1,1.024466792200526,new
2023-03-02,47531864@n,72,1,31700.0,3,1,1,1.024466792200526,new
2023-03-02,47533599@n,98,1,40900.0,2,1,1,1.012233396100263,esc
2023-03-02,4753712@n,151,1,16900.0,1,1,1,1.0,esc
2023-03-02,47559709@n,72,1,32400.0,3,1,1,1.024466792200526,new
2023-03-02,47567066@n,184,1,30300.0,1,1,1,1.0,esc
2023-03-02,47571825@n,27,1,38900.0,4,1,1,1.0367001883007891,new
2023-03-02,47578959@n,33,1,36000.0,4,1,1,1.0367001883007891,new
2023-03-02,47581669@n,22,1,39458.0,4,1,1,1.0367001883007891,new
2023-03-02,47594408@n,23,1,55300.0,4,1,2,1.6912937349432435,new
2023-03-02,47594654@n,59,1,23300.0,3,1,1,1.024466792200526,new
2023-03-02,47597305@n,117,1,38900.0,2,1,1,1.012233396100263,esc
2023-03-02,47626797@n,160,1,30850.0,1,1,1,1.0,esc
2023-03-02,47636674@n,76,1,31300.0,3,1,1,1.024466792200526,new
2023-03-02,47652249@n,74,1,32400.0,3,1,1,1.024466792200526,new
2023-03-02,47671916@n,61,1,31300.0,3,1,1,1.024466792200526,new
2023-03-02,47673431@n,86,2,58800.0,3,2,2,2.012233396100263,new
2023-03-02,47691738@n,59,2,64100.0,3,2,2,2.012233396100263,new
2023-03-02,47700737@n,70,1,23600.0,3,1,1,1.024466792200526,new
2023-03-02,47706895@n,76,1,32400.0,3,1,1,1.024466792200526,new
2023-03-02,47717922@n,16,1,55100.0,4,1,2,1.6912937349432435,new
2023-03-02,47767131@n,6,1,36955.0,4,1,1,1.0367001883007891,new
2023-03-02,47780977@n,81,1,40900.0,3,1,1,1.024466792200526,new
2023-03-02,47784234@n,86,2,32800.0,3,2,1,1.3576398494578086,new
2023-03-02,47804563@n,10,2,31800.0,4,2,1,1.3698732455580716,new
2023-03-02,47809790@n,37,1,52200.0,4,1,2,1.6912937349432435,new
2023-03-02,47896465@n,73,1,32400.0,3,1,1,1.024466792200526,new
2023-03-02,47905764@n,163,2,56334.0,1,2,2,1.987766603899737,esc
2023-03-02,47911243@n,134,1,15900.0,2,1,1,1.012233396100263,esc
2023-03-02,47914754@n,104,1,28500.0,2,1,1,1.012233396100263,esc
2023-03-02,47925053@n,153,1,148000.0,1,1,3,2.309187093284909,esc-VIP
2023-03-02,47934051@n,204,1,114800.0,1,1,3,2.309187093284909,esc-VIP
2023-03-02,47939317@n,53,1,41900.0,3,1,1,1.024466792200526,new
2023-03-02,47950798@n,139,1,15900.0,2,1,1,1.012233396100263,esc
2023-03-02,47962353@n,7,1,35900.0,4,1,1,1.0367001883007891,new
2023-03-02,48011972@n,202,1,41000.0,1,1,1,1.0,esc
2023-03-02,48018289@n,6,1,35900.0,4,1,1,1.0367001883007891,new
2023-03-02,48039465@n,93,1,28900.0,3,1,1,1.024466792200526,new
2023-03-02,48053364@n,66,1,33400.0,3,1,1,1.024466792200526,new
2023-03-02,48054680@n,71,1,32400.0,3,1,1,1.024466792200526,new
2023-03-02,48056583@n,70,1,14500.0,3,1,1,1.024466792200526,new
2023-03-02,48071142@n,112,1,37000.0,2,1,1,1.012233396100263,esc
2023-03-02,48094489@n,146,2,217646.0,2,2,3,2.6545935466424546,esc-VIP
2023-03-02,48109568@n,170,1,12900.0,1,1,1,1.0,esc
2023-03-02,48114987@n,84,1,58600.0,3,1,2,1.6790603388429806,new
2023-03-02,48145916@n,188,2,185500.0,1,2,3,2.642360150542191,esc-VIP
2023-03-02,48146544@n,112,1,35000.0,2,1,1,1.012233396100263,esc
2023-03-02,48175271@n,101,1,38400.0,2,1,1,1.012233396100263,esc
2023-03-02,48178466@n,31,1,41900.0,4,1,1,1.0367001883007891,new
2023-03-02,48203884@n,22,1,22100.0,4,1,1,1.0367001883007891,new
2023-03-02,48210279@n,131,1,58686.0,2,1,2,1.6668269427427176,esc
2023-03-02,48236181@n,124,1,40900.0,2,1,1,1.012233396100263,esc
2023-03-02,48237866@n,113,1,23600.0,2,1,1,1.012233396100263,esc
2023-03-02,4824529@n,80,1,16900.0,3,1,1,1.024466792200526,new
2023-03-02,48269505@n,94,1,40812.0,3,1,1,1.024466792200526,new
2023-03-02,48280198@n,155,1,38100.0,1,1,1,1.0,esc
2023-03-02,48280737@n,60,1,33400.0,3,1,1,1.024466792200526,new
2023-03-02,48311215@n,30,1,14900.0,4,1,1,1.0367001883007891,new
2023-03-02,48321745@n,64,1,32400.0,3,1,1,1.024466792200526,new
2023-03-02,48334506@n,201,1,51800.0,1,1,2,1.6545935466424546,esc
2023-03-02,48354192@n,48,1,39900.0,3,1,1,1.024466792200526,new
2023-03-02,48384992@n,18,2,77675.0,4,2,2,2.024466792200526,new
2023-03-02,48393808@n,106,1,20239.0,2,1,1,1.012233396100263,esc
2023-03-02,48452507@n,21,1,35900.0,4,1,1,1.0367001883007891,new
2023-03-02,48466462@n,43,1,40900.0,4,1,1,1.0367001883007891,new
2023-03-02,48467643@n,140,2,78536.0,2,2,2,2.0,esc
2023-03-02,48473214@n,192,1,38800.0,1,1,1,1.0,esc
2023-03-02,48520682@n,71,1,30300.0,3,1,1,1.024466792200526,new
2023-03-02,4852097@n,85,1,50200.0,3,1,1,1.024466792200526,new
2023-03-02,48540785@n,0,2,82600.0,4,2,2,2.024466792200526,new
2023-03-02,48554650@n,34,3,77900.0,4,3,2,2.357639849457809,ROYAL
2023-03-02,48588198@n,97,1,39900.0,2,1,1,1.012233396100263,esc
2023-03-02,48590561@n,44,1,47800.0,4,1,1,1.0367001883007891,new
2023-03-02,48613945@n,114,1,35000.0,2,1,1,1.012233396100263,esc
2023-03-02,48618701@n,26,1,29900.0,4,1,1,1.0367001883007891,new
2023-03-02,48662693@n,27,1,41900.0,4,1,1,1.0367001883007891,new
2023-03-02,4866776@n,37,1,33900.0,4,1,1,1.0367001883007891,new
2023-03-02,48668970@n,101,1,24031.0,2,1,1,1.012233396100263,esc
2023-03-02,48687570@n,9,1,40900.0,4,1,1,1.0367001883007891,new
2023-03-02,48691561@n,91,1,42200.0,3,1,1,1.024466792200526,new
2023-03-02,48707490@n,61,3,106100.0,3,3,3,3.0,VIP
2023-03-02,48709570@n,22,3,117327.0,4,3,3,3.012233396100263,VIP
2023-03-02,48715459@n,133,1,34000.0,2,1,1,1.012233396100263,esc
2023-03-02,48720297@n,71,1,53000.0,3,1,2,1.6790603388429806,new
2023-03-02,48764838@n,94,1,57200.0,3,1,2,1.6790603388429806,new
2023-03-02,48772638@n,128,1,40900.0,2,1,1,1.012233396100263,esc
2023-03-02,48774917@n,118,2,29600.0,2,2,1,1.3454064533575456,esc
2023-03-02,48797859@n,126,1,41900.0,2,1,1,1.012233396100263,esc
2023-03-02,48799866@n,76,1,31400.0,3,1,1,1.024466792200526,new
2023-03-02,48800628@n,45,2,63800.0,4,2,2,2.024466792200526,new
2023-03-02,48804589@n,115,1,37000.0,2,1,1,1.012233396100263,esc
2023-03-02,4882873@n,55,1,16900.0,3,1,1,1.024466792200526,new
2023-03-02,48863663@n,119,1,10700.0,2,1,1,1.012233396100263,esc
2023-03-02,48869160@n,42,1,35900.0,4,1,1,1.0367001883007891,new
2023-03-02,48870116@n,24,1,40900.0,4,1,1,1.0367001883007891,new
2023-03-02,48871712@n,184,1,53300.0,1,1,2,1.6545935466424546,esc
2023-03-02,48880887@n,24,1,33200.0,4,1,1,1.0367001883007891,new
2023-03-02,48889378@n,94,1,29900.0,3,1,1,1.024466792200526,new
2023-03-02,48903839@n,77,1,32400.0,3,1,1,1.024466792200526,new
2023-03-02,48914004@n,144,1,52800.0,2,1,2,1.6668269427427176,esc
2023-03-02,48934479@n,57,2,120696.0,3,2,3,2.6668269427427176,semi-VIP
2023-03-02,48946178@n,17,1,32000.0,4,1,1,1.0367001883007891,new
2023-03-02,48961875@n,102,1,27900.0,2,1,1,1.012233396100263,esc
2023-03-02,49002408@n,5,2,79000.0,4,2,2,2.024466792200526,new
2023-03-02,49031610@n,14,1,36900.0,4,1,1,1.0367001883007891,new
2023-03-02,49042849@n,52,1,16900.0,3,1,1,1.024466792200526,new
2023-03-02,49056138@n,21,1,33000.0,4,1,1,1.0367001883007891,new
2023-03-02,49090491@n,98,1,14700.0,2,1,1,1.012233396100263,esc
2023-03-02,49105332@n,69,1,63000.0,3,1,2,1.6790603388429806,new
2023-03-02,49107437@n,168,1,119500.0,1,1,3,2.309187093284909,esc-VIP
2023-03-02,49108449@n,198,1,36900.0,1,1,1,1.0,esc
2023-03-02,4911042@n,169,1,13900.0,1,1,1,1.0,esc
2023-03-02,49111796@n,71,1,49400.0,3,1,1,1.024466792200526,new
2023-03-02,49114389@n,7,1,43999.0,4,1,1,1.0367001883007891,new
2023-03-02,49158957@n,31,1,30000.0,4,1,1,1.0367001883007891,new
2023-03-02,49174891@n,144,1,29800.0,2,1,1,1.012233396100263,esc
2023-03-02,49181436@n,13,1,15900.0,4,1,1,1.0367001883007891,new
2023-03-02,49190985@n,187,1,41900.0,1,1,1,1.0,esc
2023-03-02,49195713@n,192,1,41900.0,1,1,1,1.0,esc
2023-03-02,4920435@n,132,1,40900.0,2,1,1,1.012233396100263,esc
2023-03-02,49210969@n,191,1,39900.0,1,1,1,1.0,esc
2023-03-02,49224714@n,4,1,40900.0,4,1,1,1.0367001883007891,new
2023-03-02,49225964@n,79,1,30900.0,3,1,1,1.024466792200526,new
2023-03-02,49231337@n,76,1,32400.0,3,1,1,1.024466792200526,new
2023-03-02,49237078@n,77,1,30300.0,3,1,1,1.024466792200526,new
2023-03-02,49239692@n,58,3,107014.0,3,3,3,3.0,VIP
2023-03-02,49241936@n,3,1,49800.0,4,1,1,1.0367001883007891,new
2023-03-02,49247028@n,127,1,40900.0,2,1,1,1.012233396100263,esc
2023-03-02,49248611@n,106,1,11700.0,2,1,1,1.012233396100263,esc
2023-03-02,49264126@n,94,1,40900.0,3,1,1,1.024466792200526,new
2023-03-02,49300108@n,135,1,30800.0,2,1,1,1.012233396100263,esc
2023-03-02,49304457@n,68,1,32400.0,3,1,1,1.024466792200526,new
2023-03-02,49346817@n,46,1,41900.0,3,1,1,1.024466792200526,new
2023-03-02,49347306@n,53,3,113174.0,3,3,3,3.0,VIP
2023-03-02,49348060@n,148,1,37900.0,2,1,1,1.012233396100263,esc
2023-03-02,49353287@n,8,1,13734.0,4,1,1,1.0367001883007891,new
2023-03-02,49354597@n,95,3,266373.0,3,3,4,3.6545935466424546,VIP
2023-03-02,49381455@n,112,1,112000.0,2,1,3,2.3214204893851718,esc-VIP
2023-03-02,49396176@n,36,1,14900.0,4,1,1,1.0367001883007891,new
2023-03-02,49396361@n,67,3,174400.0,3,3,3,3.0,VIP
2023-03-02,49450215@n,59,1,32400.0,3,1,1,1.024466792200526,new
2023-03-02,49472081@n,76,1,36400.0,3,1,1,1.024466792200526,new
2023-03-02,49475296@n,197,1,40900.0,1,1,1,1.0,esc
2023-03-02,49475302@n,93,1,153000.0,3,1,3,2.333653885485435,semi-VIP
2023-03-02,49496503@n,201,1,38990.0,1,1,1,1.0,esc
2023-03-02,49497601@n,171,1,38800.0,1,1,1,1.0,esc
2023-03-02,49509652@n,84,1,52700.0,3,1,2,1.6790603388429806,new
2023-03-02,49511675@n,79,1,15900.0,3,1,1,1.024466792200526,new
2023-03-02,495120574@g,169,1,13900.0,1,1,1,1.0,esc
2023-03-02,49526535@n,141,2,74940.0,2,2,2,2.0,esc
2023-03-02,49544557@n,64,1,53100.0,3,1,2,1.6790603388429806,new
2023-03-02,49547759@n,187,1,69700.0,1,1,2,1.6545935466424546,esc
2023-03-02,4956177@n,180,1,38800.0,1,1,1,1.0,esc
2023-03-02,49595210@n,57,1,48800.0,3,1,1,1.024466792200526,new
2023-03-02,49602386@n,148,1,40900.0,2,1,1,1.012233396100263,esc
2023-03-02,49627214@n,31,1,84100.0,4,1,2,1.6912937349432435,new
2023-03-02,49632303@n,101,2,112700.0,2,2,3,2.6545935466424546,esc-VIP
2023-03-02,49653270@n,27,1,152055.0,4,1,3,2.345887281585698,semi-VIP
2023-03-02,49688667@n,2,1,57200.0,4,1,2,1.6912937349432435,new
2023-03-02,49716873@n,6,5,163500.0,4,4,3,3.345406453357546,VIP
2023-03-02,49725928@n,119,1,36000.0,2,1,1,1.012233396100263,esc
2023-03-02,49733692@n,84,1,41900.0,3,1,1,1.024466792200526,new
2023-03-02,49738139@n,56,1,59400.0,3,1,2,1.6790603388429806,new
2023-03-02,49747478@n,16,1,22100.0,4,1,1,1.0367001883007891,new
2023-03-02,49752053@n,34,1,24800.0,4,1,1,1.0367001883007891,new
2023-03-02,49755608@n,92,1,38800.0,3,1,1,1.024466792200526,new
2023-03-02,4976966@n,74,1,30300.0,3,1,1,1.024466792200526,new
2023-03-02,49781444@n,100,1,28900.0,2,1,1,1.012233396100263,esc
2023-03-02,498046718@g,136,1,67400.0,2,1,2,1.6668269427427176,esc
2023-03-02,49810760@n,69,1,14700.0,3,1,1,1.024466792200526,new
2023-03-02,49811884@n,69,1,30900.0,3,1,1,1.024466792200526,new
2023-03-02,49818359@n,177,1,42300.0,1,1,1,1.0,esc
2023-03-02,49822457@n,139,2,80700.0,2,2,2,2.0,esc
2023-03-02,49828108@n,175,1,40900.0,1,1,1,1.0,esc
2023-03-02,49834290@n,63,1,28048.0,3,1,1,1.024466792200526,new
2023-03-02,49838745@n,85,1,16900.0,3,1,1,1.024466792200526,new
2023-03-02,49854771@n,129,1,79800.0,2,1,2,1.6668269427427176,esc
2023-03-02,49860646@n,66,1,24200.0,3,1,1,1.024466792200526,new
2023-03-02,49896145@n,19,1,37900.0,4,1,1,1.0367001883007891,new
2023-03-02,49919616@n,158,1,32590.0,1,1,1,1.0,esc
2023-03-02,49924097@n,119,1,36000.0,2,1,1,1.012233396100263,esc
2023-03-02,49937066@n,34,1,18800.0,4,1,1,1.0367001883007891,new
2023-03-02,49950384@n,26,1,57800.0,4,1,2,1.6912937349432435,new
2023-03-02,49963483@n,37,1,9900.0,4,1,1,1.0367001883007891,new
2023-03-02,49970297@n,24,1,85900.0,4,1,2,1.6912937349432435,new
2023-03-02,49970960@n,7,1,49800.0,4,1,1,1.0367001883007891,new
2023-03-02,49971898@n,65,1,32400.0,3,1,1,1.024466792200526,new
2023-03-02,49976480@n,80,1,41900.0,3,1,1,1.024466792200526,new
2023-03-02,4999192@n,153,1,16900.0,1,1,1,1.0,esc
2023-03-02,49996295@n,67,1,32400.0,3,1,1,1.024466792200526,new
2023-03-02,50002138@n,71,1,26700.0,3,1,1,1.024466792200526,new
2023-03-02,50012130@n,204,1,35000.0,1,1,1,1.0,esc
2023-03-02,50026754@n,8,1,17900.0,4,1,1,1.0367001883007891,new
2023-03-02,50030934@n,197,1,38800.0,1,1,1,1.0,esc
2023-03-02,50045987@n,73,1,15500.0,3,1,1,1.024466792200526,new
2023-03-02,50054924@n,105,1,33700.0,2,1,1,1.012233396100263,esc
2023-03-02,50072757@n,169,1,51786.0,1,1,2,1.6545935466424546,esc
2023-03-02,50083208@n,71,1,48400.0,3,1,1,1.024466792200526,new
2023-03-02,50095902@n,57,1,41000.0,3,1,1,1.024466792200526,new
2023-03-02,50130840@n,71,1,32400.0,3,1,1,1.024466792200526,new
2023-03-02,50134109@n,23,1,41900.0,4,1,1,1.0367001883007891,new
2023-03-02,50139192@n,104,1,49800.0,2,1,1,1.012233396100263,esc
2023-03-02,50158501@n,3,2,34800.0,4,2,1,1.3698732455580716,new
2023-03-02,50170774@n,172,1,12900.0,1,1,1,1.0,esc
2023-03-02,5021130@n,17,1,36999.0,4,1,1,1.0367001883007891,new
2023-03-02,50225296@n,150,1,16900.0,1,1,1,1.0,esc
2023-03-02,5024211@n,66,1,51400.0,3,1,2,1.6790603388429806,new
2023-03-02,50255838@n,203,1,29400.0,1,1,1,1.0,esc
2023-03-02,50262589@n,149,1,40000.0,1,1,1,1.0,esc
2023-03-02,50291488@n,144,2,32300.0,2,2,1,1.3454064533575456,esc
2023-03-02,50327264@n,168,1,27300.0,1,1,1,1.0,esc
2023-03-02,50358601@n,169,1,40331.0,1,1,1,1.0,esc
2023-03-02,50363855@n,63,1,32300.0,3,1,1,1.024466792200526,new
2023-03-02,50371937@n,168,1,13900.0,1,1,1,1.0,esc
2023-03-02,50376344@n,36,2,98100.0,4,2,2,2.024466792200526,new
2023-03-02,50387072@n,87,1,16900.0,3,1,1,1.024466792200526,new
2023-03-02,50399085@n,129,1,40900.0,2,1,1,1.012233396100263,esc
2023-03-02,50410880@n,71,1,33400.0,3,1,1,1.024466792200526,new
2023-03-02,50417681@n,106,1,47000.0,2,1,1,1.012233396100263,esc
2023-03-02,50425341@n,60,1,50400.0,3,1,1,1.024466792200526,new
2023-03-02,50436740@n,37,2,86143.0,4,2,2,2.024466792200526,new
2023-03-02,50441267@n,98,1,79100.0,2,1,2,1.6668269427427176,esc
2023-03-02,50449538@n,91,1,41900.0,3,1,1,1.024466792200526,new
2023-03-02,50452694@n,93,1,40000.0,3,1,1,1.024466792200526,new
2023-03-02,50457419@n,9,1,15900.0,4,1,1,1.0367001883007891,new
2023-03-02,50470773@n,161,1,36400.0,1,1,1,1.0,esc
2023-03-02,50478122@n,65,1,14500.0,3,1,1,1.024466792200526,new
2023-03-02,50512272@n,48,1,57800.0,3,1,2,1.6790603388429806,new
2023-03-02,50526062@n,161,1,22809.0,1,1,1,1.0,esc
2023-03-02,50548092@n,70,1,31400.0,3,1,1,1.024466792200526,new
2023-03-02,50552323@n,98,1,13900.0,2,1,1,1.012233396100263,esc
2023-03-02,50622599@n,6,2,53400.0,4,2,2,2.024466792200526,new
2023-03-02,50632612@n,99,2,51700.0,2,2,2,2.0,esc
2023-03-02,50649142@n,114,1,23200.0,2,1,1,1.012233396100263,esc
2023-03-02,5067557@n,137,1,41900.0,2,1,1,1.012233396100263,esc
2023-03-02,50711608@n,199,1,53900.0,1,1,2,1.6545935466424546,esc
2023-03-02,50720316@n,148,1,69300.0,2,1,2,1.6668269427427176,esc
2023-03-02,50730005@n,88,1,167900.0,3,1,3,2.333653885485435,semi-VIP
2023-03-02,5075674@n,69,1,39700.0,3,1,1,1.024466792200526,new
2023-03-02,50779200@n,49,1,41900.0,3,1,1,1.024466792200526,new
2023-03-02,50812508@n,28,1,80800.0,4,1,2,1.6912937349432435,new
2023-03-02,50817014@n,69,1,37400.0,3,1,1,1.024466792200526,new
2023-03-02,50817354@n,159,1,43900.0,1,1,1,1.0,esc
2023-03-02,50840929@n,43,1,35692.0,4,1,1,1.0367001883007891,new
2023-03-02,50842019@n,104,1,40900.0,2,1,1,1.012233396100263,esc
2023-03-02,50878711@n,71,1,55000.0,3,1,2,1.6790603388429806,new
2023-03-02,50903783@n,189,1,37800.0,1,1,1,1.0,esc
2023-03-02,50904577@n,39,1,38900.0,4,1,1,1.0367001883007891,new
2023-03-02,50936803@n,149,1,40900.0,1,1,1,1.0,esc
2023-03-02,50939295@n,1,1,44800.0,4,1,1,1.0367001883007891,new
2023-03-02,50972719@n,102,1,48200.0,2,1,1,1.012233396100263,esc
2023-03-02,50980391@n,57,4,178600.0,3,3,3,3.0,VIP
2023-03-02,50995944@n,158,1,16300.0,1,1,1,1.0,esc
2023-03-02,51000800@n,68,1,15500.0,3,1,1,1.024466792200526,new
2023-03-02,51012059@n,68,1,32400.0,3,1,1,1.024466792200526,new
2023-03-02,51016090@n,51,1,31800.0,3,1,1,1.024466792200526,new
2023-03-02,51021982@n,72,1,53400.0,3,1,2,1.6790603388429806,new
2023-03-02,51026685@n,119,1,36900.0,2,1,1,1.012233396100263,esc
2023-03-02,51054407@n,135,1,41900.0,2,1,1,1.012233396100263,esc
2023-03-02,51060447@n,38,1,148000.0,4,1,3,2.345887281585698,semi-VIP
2023-03-02,51066623@n,104,1,48743.0,2,1,1,1.012233396100263,esc
2023-03-02,51071966@n,61,2,73091.0,3,2,2,2.012233396100263,new
2023-03-02,51094158@n,121,1,78700.0,2,1,2,1.6668269427427176,esc
2023-03-02,51123076@n,59,1,32400.0,3,1,1,1.024466792200526,new
2023-03-02,51131539@n,12,1,148000.0,4,1,3,2.345887281585698,semi-VIP
2023-03-02,51158151@n,63,1,32400.0,3,1,1,1.024466792200526,new
2023-03-02,51161910@n,182,1,15900.0,1,1,1,1.0,esc
2023-03-02,51163183@n,135,1,31900.0,2,1,1,1.012233396100263,esc
2023-03-02,51176851@n,177,1,50300.0,1,1,1,1.0,esc
2023-03-02,51183612@n,58,1,53100.0,3,1,2,1.6790603388429806,new
2023-03-02,5121193@n,113,1,22000.0,2,1,1,1.012233396100263,esc
2023-03-02,51216100@n,90,1,57200.0,3,1,2,1.6790603388429806,new
2023-03-02,51236932@n,76,1,31400.0,3,1,1,1.024466792200526,new
2023-03-02,51269936@n,86,1,17900.0,3,1,1,1.024466792200526,new
2023-03-02,51272869@n,7,1,33900.0,4,1,1,1.0367001883007891,new
2023-03-02,51301754@n,7,1,35900.0,4,1,1,1.0367001883007891,new
2023-03-02,51307262@n,137,1,177900.0,2,1,3,2.3214204893851718,esc-VIP
2023-03-02,51317875@n,6,4,135828.0,4,3,3,3.012233396100263,VIP
2023-03-02,5135069@n,116,2,89799.0,2,2,2,2.0,esc
2023-03-02,51362989@n,8,2,55400.0,4,2,2,2.024466792200526,new
2023-03-02,51376643@n,70,2,47719.0,3,2,1,1.3576398494578086,new
2023-03-02,51377349@n,120,1,24600.0,2,1,1,1.012233396100263,esc
2023-03-02,51395917@n,46,1,39400.0,3,1,1,1.024466792200526,new
2023-03-02,5139981@n,63,2,66100.0,3,2,2,2.012233396100263,new
2023-03-02,51404656@n,99,1,14500.0,2,1,1,1.012233396100263,esc
2023-03-02,51422139@n,31,1,24900.0,4,1,1,1.0367001883007891,new
2023-03-02,51450904@n,82,1,37800.0,3,1,1,1.024466792200526,new
2023-03-02,51469386@n,65,1,15500.0,3,1,1,1.024466792200526,new
2023-03-02,51495678@n,5,1,36900.0,4,1,1,1.0367001883007891,new
2023-03-02,51495948@n,125,1,40900.0,2,1,1,1.012233396100263,esc
2023-03-02,5152740@n,123,1,40900.0,2,1,1,1.012233396100263,esc
2023-03-02,51537659@n,52,1,41000.0,3,1,1,1.024466792200526,new
2023-03-02,51545891@n,71,1,27700.0,3,1,1,1.024466792200526,new
2023-03-02,51559309@n,124,1,40000.0,2,1,1,1.012233396100263,esc
2023-03-02,51562682@n,182,1,37900.0,1,1,1,1.0,esc
2023-03-02,51572678@n,13,1,15900.0,4,1,1,1.0367001883007891,new
2023-03-02,51580716@n,45,1,33900.0,4,1,1,1.0367001883007891,new
2023-03-02,51617638@n,156,1,98741.0,1,1,2,1.6545935466424546,esc
2023-03-02,51618899@n,35,1,62400.0,4,1,2,1.6912937349432435,new
2023-03-02,51619845@n,7,1,38900.0,4,1,1,1.0367001883007891,new
2023-03-02,51636558@n,119,1,36000.0,2,1,1,1.012233396100263,esc
2023-03-02,51641302@n,77,1,45505.0,3,1,1,1.024466792200526,new
2023-03-02,51641418@n,22,1,19900.0,4,1,1,1.0367001883007891,new
2023-03-02,51658392@n,36,1,12900.0,4,1,1,1.0367001883007891,new
